PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other 
E14001188,Croydon West,London,19.24,52.21,8.30,7.48,7.49,0,0,5.29,14.74,41.57,3.09,2.15,3.18,0,0,1.44,24.41,62.73,16.09,15.83,14.03,0,0,12.57 
E14001189,Dagenham and Rainham,London,23.74,51.73,3.23,2.10,12.89,0,0,6.32,17.51,41.15,0.83,0.32,6.03,0,0,1.60,30.54,62.09,8.08,6.13,22.83,0,0,15.62 
E14001190,Darlington,North East,27.60,40.40,2.67,12.24,17.09,0,0,0,20.06,29.41,0.74,4.37,8.77,0,0,0,35.93,52.17,6.50,23.21,27.80,0,0,0 
E14001191,Dartford,South East,36.35,33.17,12.13,6.08,12.27,0,0,0,27.95,25.23,5.76,1.81,5.86,0,0,0,44.60,42.20,19.89,12.73,20.80,0,0,0 
E14001192,Daventry,East Midlands,33.79,29.92,10.07,5.97,20.24,0,0,0,24.75,20.56,3.68,1.36,9.86,0,0,0,43.24,40.25,20.18,14.42,34.15,0,0,0 
E14001193,Derby North,East Midlands,26.16,40.84,6.21,5.68,21.11,0,0,0,19.32,30.13,2.06,1.18,11.43,0,0,0,33.79,50.65,13.42,14.63,33.61,0,0,0 
E14001194,Derby South,East Midlands,18.54,48.14,5.08,0.48,22.27,0,0,5.50,13.39,37.81,1.63,0.05,12.03,0,0,1.50,24.85,58.83,10.58,1.76,34.72,0,0,12.89 
E14001195,Derbyshire Dales,East Midlands,28.00,33.42,8.13,15.82,12.95,0,0,1.68,20.95,22.58,2.71,5.74,5.93,0,0,0.37,35.44,44.84,17.13,30.33,22.49,0,0,4.50 
E14001196,Dewsbury and Batley,Yorkshire and The Humber,22.90,43.61,2.45,14.24,11.18,0,0,5.62,16.94,30.94,0.59,5.48,4.37,0,0,1.32,29.59,54.98,7.02,28.04,20.93,0,0,15.44 
E14001197,Didcot and Wantage,South East,27.80,29.53,28.37,2.03,10.47,0,0,1.80,21.15,20.17,16.55,0.28,4.55,0,0,0.37,35.15,39.72,41.59,6.97,19.12,0,0,4.72 
E14001198,Doncaster Central,Yorkshire and The Humber,19.95,46.56,4.64,8.36,17.17,0,0,3.33,14.43,34.23,1.26,1.66,7.62,0,0,0.62,26.29,58.96,11.01,20.18,30.22,0,0,9.34 
E14001199,Doncaster East and the Isle of Axholme,Yorkshire and The Humber,23.03,47.26,3.53,5.66,18.69,0,0,1.84,16.90,35.26,0.91,1.11,9.24,0,0,0.31,29.96,58.60,8.59,15.28,30.76,0,0,5.71 
E14001200,Doncaster North,Yorkshire and The Humber,20.83,69.30,4.40,0.40,0,0,0,5.07,14.35,58.25,1.24,0.03,0,0,0,1.02,28.11,78.43,10.35,1.63,0,0,0,13.57 
E14001201,Dorking and Horley,South East,29.18,15.96,33.05,11.16,10.66,0,0,0,23.76,11.64,26.26,6.07,6.19,0,0,0,34.75,21.30,39.87,18.23,16.58,0,0,0 
E14001202,Dover and Deal,South East,28.11,42.28,3.60,11.66,13.22,0,0,1.12,21.92,32.03,1.12,4.68,6.21,0,0,0.23,35.55,52.13,8.35,22.06,22.04,0,0,3.18 
E14001203,Droitwich and Evesham,West Midlands,38.64,26.49,8.14,8.59,16.87,0,0,1.27,29.54,17.05,2.40,1.31,7.33,0,0,0.20,48.91,36.90,17.37,22.41,29.75,0,0,4.15 
E14001204,Dudley,West Midlands,30.81,44.00,2.35,2.62,18.23,0,0,2.00,22.98,34.95,0.56,0.49,9.81,0,0,0.43,38.50,53.65,6.09,7.52,29.84,0,0,5.14 
E14001205,Dulwich and West Norwood,London,14.65,55.81,1.79,15.57,8.93,0,0,3.25,9.53,38.36,0.34,2.01,3.11,0,0,0.57,20.34,71.22,5.28,36.91,18.18,0,0,10.15 
E14001206,Dunstable and Leighton Buzzard,East of England,29.31,39.66,8.00,7.93,12.98,0,0,2.12,22.84,30.02,2.82,2.36,6.13,0,0,0.46,36.21,50.43,16.07,16.77,22.44,0,0,5.60 
E14001207,Ealing Central and Acton,London,19.44,52.51,10.71,7.41,6.47,0,0,3.45,14.58,40.57,4.07,1.76,2.58,0,0,0.89,25.07,63.38,20.25,17.35,12.41,0,0,9.32 
E14001208,Ealing North,London,19.66,49.62,6.89,13.64,5.45,0,0,4.74,14.91,38.03,2.37,5.28,2.34,0,0,1.32,25.09,61.16,13.33,26.63,10.35,0,0,11.31 
E14001209,Ealing Southall,London,15.75,48.47,11.59,8.59,9.06,0,0,6.54,11.11,35.59,4.68,2.54,3.79,0,0,1.65,21.07,60.10,22.29,18.67,18.11,0,0,15.84 
E14001210,Earley and Woodley,South East,35.93,40.77,14.11,7.04,0,0,0,2.15,27.74,29.98,6.08,1.62,0,0,0,0.42,44.11,51.92,24.45,17.77,0,0,0,6.11 
E14001211,Easington,North East,10.78,49.84,7.61,1.97,27.15,0,0,2.66,7.28,37.79,2.45,0.28,15.77,0,0,0.46,15.22,61.40,16.26,7.04,40.06,0,0,7.42 
E14001212,East Grinstead and Uckfield,South East,38.70,33.00,20.31,6.95,0,0,0,1.04,29.41,22.62,9.07,1.53,0,0,0,0.16,47.90,44.99,33.85,17.00,0,0,0,3.65 
E14001213,East Ham,London,10.63,64.96,2.39,7.93,6.86,0,0,7.24,7.62,53.19,0.66,2.23,2.81,0,0,2.44,14.34,75.66,5.75,17.93,13.23,0,0,15.04 
E14001214,East Hampshire,South East,31.92,22.19,22.42,5.23,17.46,0,0,0.78,24.35,14.53,11.77,1.20,9.19,0,0,0.15,40.80,30.41,34.12,12.07,28.49,0,0,2.18 
E14001215,East Surrey,South East,33.43,31.31,15.16,5.03,13.83,0,0,1.24,26.39,22.73,7.24,1.04,7.21,0,0,0.21,41.15,39.76,24.98,12.42,23.49,0,0,3.68 
E14001216,East Thanet,South East,28.68,36.08,4.11,12.58,17.24,0,0,1.29,21.69,25.84,1.34,5.24,8.57,0,0,0.23,36.71,46.22,8.99,22.83,27.81,0,0,3.59 
E14001217,East Wiltshire,South West,32.75,31.56,15.73,5.81,12.67,0,0,1.48,24.64,21.24,6.03,1.12,5.12,0,0,0.25,41.94,42.56,29.96,15.12,24.28,0,0,4.65 
E14001218,East Worthing and Shoreham,South East,24.27,48.68,4.46,9.56,11.92,0,0,1.11,18.26,37.18,1.36,2.88,5.77,0,0,0.23,30.22,59.94,10.08,20.79,21.69,0,0,3.29 
E14001219,Eastbourne,South East,19.82,10.83,52.84,2.52,12.87,0,0,1.13,14.42,6.78,42.21,0.56,6.29,0,0,0.22,26.09,15.89,62.71,6.83,21.34,0,0,3.19 
E14001220,Eastleigh,South East,29.48,23.56,27.54,5.77,12.45,0,0,1.20,22.52,15.31,16.37,1.37,6.46,0,0,0.26,36.25,32.59,39.46,14.12,20.26,0,0,3.26 
E14001221,Edmonton and Winchmore Hill,London,22.77,51.66,4.67,4.48,10.63,0,0,5.78,17.41,41.32,1.55,1.02,4.67,0,0,1.56,28.71,61.31,9.88,10.82,18.99,0,0,13.00 
E14001222,Ellesmere Port and Bromborough,North West,15.96,57.57,2.64,6.93,14.74,0,0,2.15,11.53,45.76,0.58,1.59,7.42,0,0,0.44,20.89,68.62,6.87,16.32,25.30,0,0,6.06 
E14001223,Eltham and Chislehurst,London,23.28,47.42,5.29,10.97,10.20,0,0,2.83,17.80,35.67,1.71,3.47,4.40,0,0,0.61,29.77,58.70,11.65,23.45,18.04,0,0,8.14 
E14001224,Ely and East Cambridgeshire,East of England,25.89,26.70,28.21,4.06,13.90,0,0,1.25,19.10,18.46,17.65,0.88,6.51,0,0,0.24,33.53,36.88,40.26,9.96,25.27,0,0,3.93 
E14001225,Enfield North,London,27.18,43.22,7.06,9.08,10.24,0,0,3.22,21.58,34.31,3.10,4.15,5.15,0,0,0.95,33.33,51.97,12.71,16.53,17.08,0,0,7.19 
E14001226,Epping Forest,East of England,44.31,39.76,9.78,3.88,0,0,0,2.28,35.06,30.07,3.99,0.60,0,0,0,0.35,53.88,50.12,18.58,10.99,0,0,0,6.53 
E14001227,Epsom and Ewell,South East,29.68,33.33,22.97,3.95,8.74,0,0,1.33,23.09,22.83,11.79,0.77,3.66,0,0,0.25,37.01,44.93,36.11,10.61,16.15,0,0,3.89 
E14001228,Erewash,East Midlands,25.88,46.38,2.79,3.73,18.84,0,0,2.37,18.65,36.59,0.75,0.78,9.90,0,0,0.55,33.31,56.47,6.62,9.58,31.34,0,0,6.30 
E14001229,Erith and Thamesmead,London,22.56,43.39,11.49,6.86,8.91,0,0,6.79,17.13,33.52,5.66,2.15,3.84,0,0,2.01,29.08,53.36,19.96,15.24,16.25,0,0,14.43 
E14001230,Esher and Walton,South East,26.16,10.05,50.32,1.69,10.37,0,0,1.40,19.26,5.62,38.47,0.22,4.95,0,0,0.27,33.51,16.23,61.91,5.83,18.39,0,0,4.06 
E14001231,Exeter,South West,20.22,43.50,0.31,19.37,12.61,0,0,3.98,15.42,33.98,0.06,9.59,6.80,0,0,1.10,25.85,53.22,0.98,30.70,20.32,0,0,9.24 
E14001232,Exmouth and Exeter East,South West,24.14,24.09,10.81,9.19,28.53,0,0,3.25,16.85,15.19,4.19,2.92,16.55,0,0,0.52,32.51,34.40,20.63,18.70,42.52,0,0,9.60 
E14001233,Fareham and Waterlooville,South East,33.25,24.34,26.47,3.92,11.38,0,0,0.64,25.91,16.57,16.39,0.82,5.63,0,0,0.11,41.10,32.62,38.01,10.08,19.15,0,0,1.92 
E14001234,Farnham and Bordon,South East,29.59,20.65,30.13,4.68,14.16,0,0,0.80,21.88,13.13,16.53,0.98,6.63,0,0,0.12,37.88,29.82,44.68,12.04,24.48,0,0,2.74 
E14001235,Faversham and Mid Kent,South East,29.04,28.68,8.25,7.73,23.77,0,0,2.53,20.55,19.63,2.99,1.67,12.63,0,0,0.58,37.67,38.60,15.96,19.34,38.78,0,0,6.77 
E14001236,Feltham and Heston,London,20.94,43.22,7.75,4.95,11.61,0,0,11.52,15.42,31.75,2.90,1.02,5.53,0,0,3.94,27.23,55.05,15.27,13.56,20.17,0,0,22.52 
E14001237,Filton and Bradley Stoke,South West,27.05,44.38,11.23,6.84,10.50,0,0,0,20.23,34.74,4.83,1.61,4.54,0,0,0,33.84,53.96,20.29,17.00,19.72,0,0,0 
E14001238,Finchley and Golders Green,London,27.82,31.81,19.64,12.27,7.27,0,0,1.18,21.41,22.02,9.31,4.00,3.09,0,0,0.17,35.01,42.90,32.32,25.36,13.19,0,0,3.57 
E14001239,Folkestone and Hythe,South East,29.79,39.89,6.14,6.98,15.39,0,0,1.80,22.37,29.47,2.06,1.64,7.47,0,0,0.32,37.62,50.31,13.11,16.78,26.34,0,0,4.91 
E14001240,Forest of Dean,South West,25.17,39.47,0.07,20.48,13.00,0,0,1.82,17.19,27.51,0.01,8.95,5.35,0,0,0.30,33.21,53.09,0.24,36.48,24.21,0,0,5.44 
E14001241,Frome and East Somerset,South West,23.94,27.87,31.07,7.82,8.44,0,0,0.86,18.15,19.21,19.48,2.34,3.52,0,0,0.16,30.35,38.11,43.27,17.43,14.89,0,0,2.52 
E14001242,Fylde,North West,31.96,38.13,6.98,5.85,15.78,0,0,1.30,24.49,28.04,2.29,1.20,7.58,0,0,0.27,39.65,48.91,14.87,15.09,27.21,0,0,3.78 
E14001243,Gainsborough,East Midlands,30.31,29.68,8.92,2.77,27.04,0,0,1.28,22.39,20.51,3.30,0.35,16.34,0,0,0.26,38.50,40.19,17.75,9.04,39.93,0,0,3.44 
E14001244,Gateshead Central and Whickham,North East,16.95,48.36,9.27,5.03,17.73,0,0,2.65,12.46,37.12,3.98,1.43,9.35,0,0,0.62,22.24,57.94,16.79,11.21,28.92,0,0,7.22 
E14001245,Gedling,East Midlands,23.50,45.05,2.78,7.85,18.22,0,0,2.59,17.03,34.75,0.79,2.20,10.06,0,0,0.60,30.40,54.88,6.43,17.96,29.33,0,0,6.78 
E14001246,Gillingham and Rainham,South East,28.61,40.11,2.92,2.14,24.59,0,0,1.63,21.40,31.11,0.81,0.36,13.62,0,0,0.32,36.78,49.46,6.72,5.98,37.74,0,0,4.34 
E14001247,Glastonbury and Somerton,South West,21.81,14.87,45.93,4.15,13.23,0,0,0,14.97,8.81,32.50,0.94,6.00,0,0,0,29.24,21.90,60.39,10.64,23.97,0,0,0 
E14001248,Gloucester,South West,29.16,42.88,6.19,10.37,9.51,0,0,1.89,22.52,33.11,2.26,3.82,4.02,0,0,0.40,36.10,52.29,12.23,19.38,17.95,0,0,5.24 
E14001249,Godalming and Ash,South East,28.21,12.49,44.48,1.96,12.07,0,0,0.78,22.42,7.95,35.07,0.36,6.59,0,0,0.17,34.43,17.94,53.60,5.57,18.97,0,0,2.04 
E14001250,Goole and Pocklington,Yorkshire and The Humber,29.50,30.79,6.06,11.57,21.09,0,0,0.98,21.63,22.24,2.05,3.93,10.99,0,0,0.19,38.08,40.82,13.37,22.90,34.38,0,0,2.98 
E14001251,Gorton and Denton,North West,11.16,64.07,4.27,7.14,8.60,0,0,4.76,8.03,52.13,1.30,1.65,3.76,0,0,1.20,14.94,74.54,9.69,17.46,15.50,0,0,11.44 
E14001252,Gosport,South East,28.39,34.91,6.87,4.16,24.23,0,0,1.44,21.07,25.21,2.33,0.78,13.85,0,0,0.29,36.24,45.80,14.09,10.75,37.20,0,0,4.20 
E14001253,Grantham and Bourne,East Midlands,34.02,30.17,6.11,6.14,21.61,0,0,1.95,25.73,21.96,2.05,1.59,11.84,0,0,0.37,42.52,39.17,12.63,13.59,34.40,0,0,5.96 
E14001254,Gravesham,South East,35.75,39.22,3.40,4.79,16.85,0,0,0,27.21,30.40,0.90,0.90,8.32,0,0,0,44.52,48.63,7.61,12.54,28.60,0,0,0 
E14001255,Great Grimsby and Cleethorpes,Yorkshire and The Humber,29.32,39.65,4.22,2.86,22.65,0,0,1.31,22.17,29.73,1.33,0.50,12.68,0,0,0.24,37.00,49.39,9.03,7.92,35.37,0,0,3.84 
E14001256,Great Yarmouth,East of England,25.41,32.79,2.78,2.96,33.78,0,0,2.27,17.26,23.78,0.80,0.55,21.08,0,0,0.46,33.79,42.47,6.47,7.69,47.83,0,0,6.25 
E14001257,Greenwich and Woolwich,London,16.08,51.91,11.41,11.84,5.20,0,0,3.56,12.03,39.31,4.58,4.56,2.09,0,0,0.90,20.93,63.00,21.68,23.32,9.92,0,0,8.99 
E14001258,Guildford,South East,28.22,16.01,39.99,3.57,11.05,0,0,1.17,23.17,10.94,32.25,1.25,6.47,0,0,0.28,33.63,21.62,47.98,7.70,16.73,0,0,2.69 
E14001259,Hackney North and Stoke Newington,London,10.52,59.84,10.61,8.78,6.87,0,0,3.38,7.45,47.44,4.41,2.67,2.81,0,0,0.87,14.31,70.65,19.95,18.95,13.44,0,0,8.19 
E14001260,Hackney South and Shoreditch,London,8.63,52.99,6.23,23.62,5.59,0,0,2.94,5.87,38.66,2.20,12.19,2.18,0,0,0.64,11.94,65.79,12.81,38.80,10.66,0,0,7.68 
E14001261,Halesowen,West Midlands,30.26,53.72,2.90,2.63,10.48,0,0,0,23.28,44.17,0.79,0.42,4.76,0,0,0,37.72,63.18,7.06,7.59,18.79,0,0,0 
E14001262,Halifax,Yorkshire and The Humber,17.96,49.46,2.92,6.98,21.00,0,0,1.68,12.78,39.10,0.87,2.34,11.99,0,0,0.29,23.76,59.82,6.67,14.78,32.40,0,0,4.71 
E14001263,Hamble Valley,South East,30.54,27.38,21.58,5.78,13.80,0,0,0.93,23.02,18.34,9.94,1.15,5.79,0,0,0.17,38.74,38.39,36.06,15.22,25.61,0,0,2.87 
E14001264,Hammersmith and Chiswick,London,19.97,48.01,9.73,5.02,13.24,0,0,4.02,15.03,37.68,4.11,1.32,6.62,0,0,1.11,25.61,57.96,17.96,11.45,21.87,0,0,9.51 
E14001265,Hampstead and Highgate,London,17.54,44.82,20.52,6.51,6.77,0,0,3.85,12.79,32.36,10.65,1.42,2.71,0,0,0.82,23.42,56.41,31.84,15.70,13.77,0,0,9.91 
E14001266,"Harborough,Oadby and Wigston",East Midlands,28.69,36.46,14.16,7.50,11.10,0,0,2.10,21.76,27.03,5.95,2.03,4.78,0,0,0.49,36.21,46.99,25.28,17.35,19.88,0,0,5.39 
E14001267,Harlow,East of England,35.10,40.28,4.04,3.50,14.48,0,0,2.61,26.72,30.15,1.16,0.68,6.34,0,0,0.50,43.58,50.98,9.14,9.25,25.75,0,0,7.49 
E14001268,Harpenden and Berkhamsted,East of England,28.48,28.07,20.78,6.05,14.55,0,0,2.06,21.25,19.06,10.14,1.16,7.04,0,0,0.32,36.32,38.42,33.52,15.98,24.96,0,0,6.18 
E14001269,Harrogate and Knaresborough,Yorkshire and The Humber,31.22,23.51,34.04,1.50,8.92,0,0,0.82,22.80,14.33,17.87,0.18,3.73,0,0,0.11,40.40,34.07,49.44,5.38,16.77,0,0,2.69 
E14001270,Harrow East,London,38.63,41.41,5.14,2.18,8.38,0,0,4.26,30.81,31.37,1.61,0.34,2.73,0,0,0.95,46.73,51.74,11.30,6.77,16.51,0,0,11.71 
E14001271,Harrow West,London,24.61,48.23,7.02,8.29,6.24,0,0,5.62,19.14,38.06,2.41,2.43,2.56,0,0,1.60,30.82,58.57,13.67,17.68,11.88,0,0,12.49 
E14001272,Hartlepool,North East,12.07,53.17,5.56,0.50,26.01,0,0,2.68,7.99,40.95,1.52,0.04,13.84,0,0,0.33,16.53,64.39,13.09,1.79,39.86,0,0,7.69 
E14001273,Harwich and North Essex,East of England,31.54,36.66,7.89,4.65,19.26,0,0,0,23.73,26.89,2.80,1.41,10.50,0,0,0,40.20,46.58,15.28,10.79,30.86,0,0,0 
E14001274,Hastings and Rye,South East,25.12,56.05,3.68,1.41,11.97,0,0,1.77,18.99,47.13,1.09,0.25,6.23,0,0,0.32,31.86,64.24,8.28,4.26,20.51,0,0,5.16 
E14001275,Havant,South East,32.00,31.97,8.24,8.68,17.83,0,0,1.29,24.17,23.40,3.05,3.22,8.63,0,0,0.25,40.50,40.70,15.35,17.07,30.16,0,0,3.67 
E14001276,Hayes and Harlington,London,21.66,56.65,2.64,5.85,9.27,0,0,3.94,16.25,46.87,0.69,1.69,4.29,0,0,1.13,27.86,66.27,5.92,13.11,16.43,0,0,9.46 
E14001277,Hazel Grove,North West,18.61,26.84,38.59,2.71,12.31,0,0,0.95,12.97,17.02,24.12,0.43,6.24,0,0,0.17,25.20,38.50,52.61,7.64,20.97,0,0,2.84 
E14001278,Hemel Hempstead,East of England,30.74,33.92,11.91,10.58,12.84,0,0,0,23.44,23.60,5.25,3.53,5.79,0,0,0,37.96,43.65,21.06,22.47,22.59,0,0,0 
E14001279,Hendon,London,36.34,42.94,7.06,4.43,7.00,0,0,2.22,28.62,32.91,2.63,0.87,2.78,0,0,0.48,44.58,52.57,13.66,11.69,13.03,0,0,5.93 
E14001280,Henley and Thame,South East,29.89,18.68,33.72,9.96,6.88,0,0,0.88,23.82,12.53,23.91,4.81,3.11,0,0,0.20,36.31,25.61,43.87,17.79,12.61,0,0,2.45 
E14001281,Hereford and South Herefordshire,West Midlands,27.73,26.41,7.90,21.53,15.36,0,0,1.06,19.32,16.49,2.42,8.04,6.65,0,0,0.19,36.81,37.90,16.85,41.97,28.34,0,0,3.46 
E14001282,Herne Bay and Sandwich,South East,30.18,35.88,12.97,4.53,16.45,0,0,0,22.34,25.59,5.26,0.83,8.20,0,0,0,39.18,45.81,25.19,12.08,27.38,0,0,0 
E14001283,Hertford and Stortford,East of England,27.23,37.15,8.12,14.09,9.10,0,0,4.33,21.06,26.94,3.07,5.46,3.70,0,0,1.01,34.33,48.09,16.51,26.23,17.07,0,0,10.94 
E14001284,Hertsmere,East of England,35.89,29.19,7.82,7.40,17.89,0,0,1.82,27.21,19.99,2.80,2.02,8.58,0,0,0.34,44.87,39.25,15.74,17.45,29.51,0,0,5.11 
E14001285,Hexham,North East,41.71,48.27,4.95,4.18,0,0,0,0.89,33.79,38.00,1.43,0.67,0,0,0,0.10,50.51,58.69,11.53,12.60,0,0,0,2.99 
E14001286,Heywood and Middleton North,North West,24.55,53.70,8.47,0,10.19,0,0,3.09,17.82,42.62,2.80,0,4.01,0,0,0.54,31.75,64.48,17.88,0,19.51,0,0,9.19 
E14001287,High Peak,East Midlands,26.55,49.54,4.11,2.74,17.06,0,0,0,19.77,39.60,1.27,0.41,8.23,0,0,0,33.87,59.53,9.20,7.91,29.25,0,0,0 
E14001288,Hinckley and Bosworth,East Midlands,29.32,27.23,17.01,8.96,15.99,0,0,1.49,21.55,18.17,7.42,2.96,7.55,0,0,0.28,37.88,37.89,29.28,18.89,26.75,0,0,4.22 
E14001289,Hitchin,East of England,28.20,32.24,23.21,5.99,8.83,0,0,1.53,21.18,21.42,10.92,1.51,3.49,0,0,0.25,35.38,43.28,36.98,15.17,17.21,0,0,4.84 
E14001290,Holborn and St Pancras,London,13.12,53.85,9.51,13.07,7.04,0,0,3.42,9.47,42.16,3.52,4.69,2.91,0,0,0.75,17.22,64.47,17.97,24.92,13.15,0,0,8.76 
E14001291,Honiton and Sidmouth,South West,27.08,23.91,22.80,5.38,19.56,0,0,1.26,19.55,15.95,12.93,1.24,10.93,0,0,0.20,35.40,32.90,36.01,12.94,30.60,0,0,3.80 
E14001292,Hornchurch and Upminster,London,33.71,35.90,5.91,3.81,17.40,0,0,3.26,25.15,25.37,2.01,0.70,8.02,0,0,0.71,42.91,47.34,12.86,10.04,30.75,0,0,9.32 
E14001293,Hornsey and Friern Barnet,London,12.04,62.78,12.53,6.06,3.89,0,0,2.71,8.72,50.40,4.44,1.45,1.34,0,0,0.57,16.17,73.95,23.73,14.58,8.11,0,0,7.67 
E14001294,Horsham,South East,28.14,19.47,33.63,7.31,10.67,0,0,0.78,21.30,12.69,22.11,2.12,4.66,0,0,0.14,35.45,27.19,45.88,15.80,19.00,0,0,2.47 
E14001295,Houghton and Sunderland South,North East,15.20,47.62,5.67,4.11,27.40,0,0,0,10.18,36.04,1.68,0.58,15.41,0,0,0,21.43,59.45,13.05,11.33,41.74,0,0,0 
E14001296,Hove and Portslade,South East,18.86,61.05,2.84,8.60,7.27,0,0,1.37,13.80,50.25,0.81,2.44,3.31,0,0,0.30,24.13,70.57,6.57,18.83,13.24,0,0,3.62 
E14001297,Huddersfield,Yorkshire and The Humber,22.35,49.87,3.96,9.26,14.56,0,0,0,16.68,39.47,1.22,2.82,7.84,0,0,0,28.49,59.88,8.50,20.59,23.65,0,0,0 
E14001298,Huntingdon,East of England,26.43,41.00,11.62,5.80,13.37,0,0,1.78,20.04,29.59,5.09,1.09,6.48,0,0,0.38,32.94,52.14,21.32,15.16,22.92,0,0,5.00 
E14001299,Hyndburn,North West,27.85,53.39,1.97,3.75,13.04,0,0,0,21.40,42.29,0.44,0.52,6.06,0,0,0,35.10,63.69,5.06,11.92,22.80,0,0,0 
E14001300,Ilford North,London,25.26,51.50,3.89,3.41,6.92,0,0,9.02,19.32,40.62,1.13,0.59,2.64,0,0,2.83,32.46,61.43,8.88,9.40,13.53,0,0,19.53 
E14001301,Ilford South,London,17.19,55.91,6.47,3.16,7.71,0,0,9.56,12.85,44.84,2.38,0.47,3.32,0,0,3.15,22.62,66.30,13.00,9.55,14.41,0,0,20.58 
E14001302,Ipswich,East of England,26.68,40.51,3.51,10.32,15.65,0,0,3.33,20.18,30.31,1.14,3.65,7.79,0,0,0.80,33.48,51.03,8.14,19.92,26.62,0,0,8.47 
E14001303,Isle of Wight East,South East,32.18,33.30,0.73,12.72,19.73,0,0,1.34,23.63,23.02,0.13,4.01,9.75,0,0,0.21,42.18,43.95,2.40,25.09,32.51,0,0,4.14 
E14001304,Isle of Wight West,South East,25.14,37.37,0.28,10.77,25.02,0,0,1.42,17.37,26.03,0.04,1.67,12.95,0,0,0.22,33.91,49.66,0.89,24.46,39.87,0,0,4.65 
E14001305,Islington North,London,10.21,52.12,8.71,11.31,5.54,0,0,12.12,7.06,40.02,2.77,3.15,2.34,0,0,4.70,14.14,64.29,18.12,23.88,10.32,0,0,23.29 
E14001306,Islington South and Finsbury,London,12.82,53.05,12.91,13.55,3.78,0,0,3.89,8.95,40.04,5.71,4.71,1.41,0,0,0.89,17.45,65.10,22.79,27.51,7.88,0,0,10.30 
E14001307,Jarrow and Gateshead East,North East,11.93,50.69,4.54,6.09,24.13,0,0,2.62,8.10,38.97,1.24,1.21,13.51,0,0,0.50,16.78,62.27,10.67,15.86,36.25,0,0,7.38 
E14001308,Keighley and Ilkley,Yorkshire and The Humber,32.18,48.91,2.06,0.55,14.68,0,0,1.62,24.97,39.51,0.49,0.05,7.22,0,0,0.30,40.47,58.50,5.32,2.05,24.02,0,0,4.50 
E14001309,Kenilworth and Southam,West Midlands,32.54,33.67,14.58,6.79,11.12,0,0,1.31,25.19,22.96,6.25,1.59,4.56,0,0,0.22,41.18,45.71,27.24,17.03,20.77,0,0,4.04 
E14001310,Kensington and Bayswater,London,27.74,35.83,11.02,12.73,10.98,0,0,1.71,20.51,25.07,4.02,3.71,4.81,0,0,0.31,35.69,47.24,21.10,25.64,19.99,0,0,4.92 
E14001311,Kettering,East Midlands,29.35,37.65,4.88,10.64,15.16,0,0,2.32,22.43,28.01,1.32,3.56,7.21,0,0,0.60,36.88,46.87,11.13,21.87,25.85,0,0,5.87 
E14001312,Kingston and Surbiton,London,14.67,12.66,54.43,5.58,8.61,0,0,4.05,10.39,7.41,41.74,1.23,4.16,0,0,1.08,19.80,19.69,65.91,13.41,15.86,0,0,9.98 
E14001313,Kingston upon Hull East,Yorkshire and The Humber,14.58,45.88,8.81,3.66,27.07,0,0,0,9.46,34.43,3.10,0.61,15.22,0,0,0,20.31,57.33,18.40,10.79,39.81,0,0,0 
E14001314,Kingston upon Hull North and Cottingham,Yorkshire and The Humber,18.81,42.91,10.59,6.67,18.78,0,0,2.24,13.27,30.33,3.90,1.36,9.16,0,0,0.38,25.04,54.92,20.68,16.87,32.26,0,0,7.40 
E14001315,Kingston upon Hull West and Haltemprice,Yorkshire and The Humber,17.08,51.05,5.55,2.67,21.54,0,0,2.10,12.12,39.41,1.76,0.36,11.82,0,0,0.41,22.66,62.96,12.62,7.91,33.88,0,0,6.09 
E14001316,Kingswinford and South Staffordshire,West Midlands,34.49,30.79,3.84,7.62,21.95,0,0,1.31,25.11,21.40,0.90,2.40,10.99,0,0,0.20,44.50,41.33,9.77,17.24,36.72,0,0,4.30 
E14001317,Knowsley,North West,3.86,76.44,1.38,6.87,8.39,0,0,3.06,2.36,63.09,0.27,1.06,3.25,0,0,0.50,5.70,86.64,4.02,18.96,15.69,0,0,9.60 
E14001318,Lancaster and Wyre,North West,23.24,49.08,3.51,12.03,12.13,0,0,0,16.22,37.69,0.92,4.08,5.74,0,0,0,30.95,59.29,8.57,23.22,21.42,0,0,0 
E14001319,Leeds Central and Headingley,Yorkshire and The Humber,14.13,41.75,13.80,19.91,8.06,0,0,2.36,9.29,28.79,5.47,7.76,3.57,0,0,0.40,19.89,54.89,25.22,35.95,15.00,0,0,7.10 
E14001320,Leeds East,Yorkshire and The Humber,23.52,51.43,5.05,6.14,12.05,0,0,1.81,17.61,39.92,1.53,1.25,5.07,0,0,0.33,30.50,61.80,11.02,16.16,21.11,0,0,5.43 
E14001321,Leeds North East,Yorkshire and The Humber,14.53,66.14,5.14,5.35,7.06,0,0,1.78,10.72,55.40,1.51,1.01,3.41,0,0,0.35,19.36,75.30,11.41,13.76,12.36,0,0,5.05 
