PCON24CD,Seat,Region, mean_Con, mean_Lab, mean_LDem, mean_Green, mean_Reform, mean_Plaid, mean_SNP, mean_Other, lo_Con, lo_Lab, lo_LDem, lo_Green, lo_Reform, lo_Plaid, lo_SNP, lo_Other, hi_Con, hi_Lab, hi_LDem, hi_Green, hi_Reform, hi_Plaid, hi_SNP, hi_Other
E14001545,Thornbury and Yate,South West,28.75259377,  19.88 ,  36.09 ,  0.51 ,  14.76 ,  -   ,  -   ,  -   ,  20.97 ,  13.26 ,  23.67 ,  0.04 ,  7.21 ,  -   ,  -   ,  -   ,  36.66 ,  28.22 ,  49.53 ,  2.42 ,  25.38 ,  -   ,  -   ,  -   
E14001546,Thurrock,East of England,27.59032881,  42.25 ,  2.04 ,  5.57 ,  18.91 ,  -   ,  -   ,  3.65 ,  20.76 ,  32.23 ,  0.41 ,  1.26 ,  10.04 ,  -   ,  -   ,  0.83 ,  35.30 ,  52.05 ,  5.76 ,  14.40 ,  30.73 ,  -   ,  -   ,  9.87 
E14001547,Tipton and Wednesbury,West Midlands,21.80388657,  50.97 ,  2.00 ,  2.08 ,  18.95 ,  -   ,  -   ,  4.20 ,  16.59 ,  41.78 ,  0.38 ,  0.34 ,  10.79 ,  -   ,  -   ,  1.09 ,  27.79 ,  59.42 ,  5.48 ,  5.79 ,  30.28 ,  -   ,  -   ,  9.92 
E14001548,Tiverton and Minehead,South West,25.78018461,  19.91 ,  36.99 ,  8.16 ,  9.16 ,  -   ,  -   ,  -   ,  18.84 ,  13.20 ,  24.95 ,  2.49 ,  4.77 ,  -   ,  -   ,  -   ,  33.25 ,  27.69 ,  50.92 ,  17.24 ,  15.55 ,  -   ,  -   ,  -   
E14001549,Tonbridge,South East,36.45439609,  28.23 ,  11.75 ,  10.02 ,  12.35 ,  -   ,  -   ,  1.20 ,  28.93 ,  20.50 ,  4.18 ,  3.65 ,  5.96 ,  -   ,  -   ,  0.21 ,  44.43 ,  36.86 ,  23.20 ,  20.31 ,  22.07 ,  -   ,  -   ,  3.60 
E14001550,Tooting,London,20.49051674,  57.65 ,  5.00 ,  5.53 ,  8.33 ,  -   ,  -   ,  2.99 ,  15.80 ,  48.32 ,  1.43 ,  1.24 ,  3.47 ,  -   ,  -   ,  0.71 ,  25.73 ,  66.55 ,  10.82 ,  13.18 ,  16.16 ,  -   ,  -   ,  7.69 
E14001551,Torbay,South West,25.1113408,  21.31 ,  29.24 ,  4.28 ,  18.68 ,  -   ,  -   ,  1.37 ,  19.05 ,  14.51 ,  18.01 ,  1.06 ,  10.29 ,  -   ,  -   ,  0.27 ,  32.03 ,  29.07 ,  42.17 ,  10.15 ,  29.35 ,  -   ,  -   ,  4.25 
E14001552,Torridge and Tavistock,South West,27.89475679,  31.18 ,  13.46 ,  5.75 ,  19.91 ,  -   ,  -   ,  1.81 ,  20.98 ,  23.07 ,  5.26 ,  1.21 ,  10.95 ,  -   ,  -   ,  0.39 ,  35.21 ,  40.55 ,  24.79 ,  14.57 ,  31.76 ,  -   ,  -   ,  5.01 
E14001553,Tottenham,London,6.484077693,  58.05 ,  14.41 ,  9.72 ,  6.29 ,  -   ,  -   ,  5.04 ,  4.69 ,  47.17 ,  7.24 ,  3.59 ,  2.92 ,  -   ,  -   ,  1.38 ,  8.67 ,  67.76 ,  23.85 ,  18.72 ,  11.39 ,  -   ,  -   ,  10.96 
E14001554,Truro and Falmouth,South West,23.64256137,  40.74 ,  19.65 ,  4.77 ,  10.05 ,  -   ,  -   ,  1.15 ,  18.10 ,  30.28 ,  9.20 ,  0.90 ,  4.90 ,  -   ,  -   ,  0.24 ,  29.35 ,  50.35 ,  33.13 ,  12.44 ,  17.27 ,  -   ,  -   ,  3.67 
E14001555,Tunbridge Wells,South East,28.42115114,  19.70 ,  38.11 ,  0.20 ,  12.80 ,  -   ,  -   ,  0.76 ,  21.33 ,  12.67 ,  26.21 ,  0.02 ,  6.81 ,  -   ,  -   ,  0.13 ,  36.49 ,  27.85 ,  51.46 ,  0.80 ,  20.58 ,  -   ,  -   ,  2.47 
E14001556,Twickenham,London,19.95684139,  13.84 ,  50.99 ,  1.42 ,  12.54 ,  -   ,  -   ,  1.26 ,  13.87 ,  7.73 ,  37.66 ,  0.16 ,  6.32 ,  -   ,  -   ,  0.18 ,  26.77 ,  21.98 ,  64.70 ,  5.14 ,  20.37 ,  -   ,  -   ,  4.19 
E14001557,Tynemouth,North East,20.10794592,  54.03 ,  3.22 ,  2.30 ,  18.75 ,  -   ,  -   ,  1.59 ,  15.43 ,  44.43 ,  0.74 ,  0.33 ,  10.39 ,  -   ,  -   ,  0.30 ,  25.35 ,  62.76 ,  7.71 ,  7.37 ,  29.56 ,  -   ,  -   ,  4.59 
E14001558,Uxbridge and South Ruislip,London,28.082705,  41.65 ,  3.28 ,  8.45 ,  14.67 ,  -   ,  -   ,  3.86 ,  22.23 ,  32.33 ,  0.74 ,  2.58 ,  7.59 ,  -   ,  -   ,  0.95 ,  34.46 ,  50.98 ,  7.66 ,  18.02 ,  24.56 ,  -   ,  -   ,  9.95 
E14001559,Vauxhall and Camberwell Green,London,12.00825738,  48.73 ,  8.48 ,  20.31 ,  5.63 ,  -   ,  -   ,  4.85 ,  8.56 ,  37.65 ,  3.30 ,  10.26 ,  2.30 ,  -   ,  -   ,  1.12 ,  15.61 ,  59.33 ,  16.63 ,  33.81 ,  10.88 ,  -   ,  -   ,  12.54 
E14001560,Wakefield and Rothwell,Yorkshire and The Humber,27.82505307,  49.84 ,  3.00 ,  1.76 ,  15.47 ,  -   ,  -   ,  2.10 ,  21.95 ,  39.71 ,  0.55 ,  0.22 ,  7.51 ,  -   ,  -   ,  0.39 ,  34.19 ,  58.58 ,  9.05 ,  5.80 ,  25.99 ,  -   ,  -   ,  5.86 
E14001561,Wallasey,North West,12.36576902,  64.91 ,  2.98 ,  5.41 ,  11.96 ,  -   ,  -   ,  2.38 ,  9.08 ,  56.53 ,  0.70 ,  1.22 ,  6.08 ,  -   ,  -   ,  0.43 ,  16.13 ,  73.14 ,  7.42 ,  12.40 ,  20.91 ,  -   ,  -   ,  6.84 
E14001562,Walsall and Bloxwich,West Midlands,28.80717118,  47.04 ,  1.92 ,  2.19 ,  15.40 ,  -   ,  -   ,  4.64 ,  22.90 ,  38.96 ,  0.37 ,  0.38 ,  8.25 ,  -   ,  -   ,  1.29 ,  35.49 ,  54.90 ,  5.13 ,  6.32 ,  23.96 ,  -   ,  -   ,  10.15 
E14001563,Walthamstow,London,7.180494132,  65.65 ,  5.37 ,  6.62 ,  8.84 ,  -   ,  -   ,  6.34 ,  5.30 ,  54.68 ,  1.62 ,  2.00 ,  4.26 ,  -   ,  -   ,  1.78 ,  9.34 ,  75.16 ,  11.72 ,  14.80 ,  16.21 ,  -   ,  -   ,  14.15 
E14001564,Warrington North,North West,15.47143261,  50.39 ,  3.88 ,  8.08 ,  19.83 ,  -   ,  -   ,  2.35 ,  11.64 ,  41.88 ,  1.16 ,  2.64 ,  11.59 ,  -   ,  -   ,  0.56 ,  19.42 ,  58.63 ,  9.10 ,  16.32 ,  30.01 ,  -   ,  -   ,  5.98 
E14001565,Warrington South,North West,26.932413,  57.74 ,  5.07 ,  0.00 ,  8.81 ,  -   ,  -   ,  1.44 ,  21.77 ,  49.79 ,  1.59 ,  -   ,  4.09 ,  -   ,  -   ,  0.26 ,  32.88 ,  64.86 ,  11.30 ,  0.02 ,  15.17 ,  -   ,  -   ,  4.01 
E14001566,Warwick and Leamington,West Midlands,24.07984815,  52.68 ,  5.45 ,  7.41 ,  9.06 ,  -   ,  -   ,  1.32 ,  18.61 ,  42.35 ,  1.33 ,  2.14 ,  3.96 ,  -   ,  -   ,  0.21 ,  30.43 ,  61.95 ,  12.82 ,  15.77 ,  16.47 ,  -   ,  -   ,  4.14 
E14001567,Washington and Gateshead South,North East,11.77519146,  52.46 ,  9.60 ,  2.68 ,  20.65 ,  -   ,  -   ,  2.83 ,  8.65 ,  42.12 ,  3.15 ,  0.45 ,  12.09 ,  -   ,  -   ,  0.57 ,  15.38 ,  62.58 ,  18.45 ,  7.24 ,  32.24 ,  -   ,  -   ,  7.43 
E14001568,Watford,East of England,28.79273244,  34.77 ,  23.64 ,  1.50 ,  9.27 ,  -   ,  -   ,  2.03 ,  22.07 ,  23.30 ,  12.18 ,  0.14 ,  3.82 ,  -   ,  -   ,  0.29 ,  36.35 ,  45.59 ,  39.26 ,  5.83 ,  17.27 ,  -   ,  -   ,  6.75 
E14001569,Waveney Valley,East of England,24.53239756,  24.96 ,  4.48 ,  23.03 ,  20.64 ,  -   ,  -   ,  2.37 ,  18.31 ,  18.23 ,  1.18 ,  13.72 ,  11.45 ,  -   ,  -   ,  0.44 ,  31.53 ,  32.31 ,  10.55 ,  34.49 ,  31.34 ,  -   ,  -   ,  6.44 
E14001570,Weald of Kent,South East,30.65259201,  32.19 ,  6.16 ,  8.84 ,  22.16 ,  -   ,  -   ,  -   ,  23.29 ,  24.22 ,  1.92 ,  2.60 ,  12.89 ,  -   ,  -   ,  -   ,  38.25 ,  40.96 ,  13.52 ,  18.57 ,  34.23 ,  -   ,  -   ,  -   
E14001571,Wellingborough and Rushden,East Midlands,28.38976226,  37.59 ,  4.03 ,  10.03 ,  18.14 ,  -   ,  -   ,  1.83 ,  21.75 ,  29.24 ,  1.12 ,  3.09 ,  10.11 ,  -   ,  -   ,  0.30 ,  34.99 ,  46.33 ,  8.63 ,  20.53 ,  28.59 ,  -   ,  -   ,  5.28 
E14001572,Wells and Mendip Hills,South West,28.47692889,  23.69 ,  30.58 ,  2.35 ,  13.05 ,  -   ,  -   ,  1.86 ,  21.40 ,  15.52 ,  16.41 ,  0.35 ,  6.26 ,  -   ,  -   ,  0.32 ,  36.67 ,  32.38 ,  45.38 ,  7.51 ,  23.37 ,  -   ,  -   ,  5.65 
E14001573,Welwyn Hatfield,East of England,31.69552978,  41.39 ,  7.79 ,  6.53 ,  12.59 ,  -   ,  -   ,  -   ,  25.30 ,  32.62 ,  2.47 ,  1.70 ,  6.64 ,  -   ,  -   ,  -   ,  38.81 ,  50.26 ,  15.86 ,  14.95 ,  20.62 ,  -   ,  -   ,  -   
E14001574,West Bromwich,West Midlands,22.64228105,  47.80 ,  2.52 ,  2.19 ,  18.68 ,  -   ,  -   ,  6.17 ,  16.90 ,  38.91 ,  0.57 ,  0.34 ,  10.08 ,  -   ,  -   ,  1.63 ,  29.52 ,  56.62 ,  6.60 ,  6.65 ,  29.16 ,  -   ,  -   ,  14.80 
E14001575,West Dorset,South West,25.78966661,  16.63 ,  53.02 ,  3.22 ,  -   ,  -   ,  -   ,  1.35 ,  18.05 ,  10.43 ,  38.75 ,  0.44 ,  -   ,  -   ,  -   ,  0.19 ,  34.44 ,  24.10 ,  66.28 ,  9.35 ,  -   ,  -   ,  -   ,  4.59 
E14001576,West Ham and Beckton,London,8.474957788,  55.41 ,  6.28 ,  8.38 ,  9.91 ,  -   ,  -   ,  11.54 ,  6.07 ,  43.48 ,  2.20 ,  2.15 ,  4.87 ,  -   ,  -   ,  4.15 ,  11.43 ,  66.67 ,  12.71 ,  19.13 ,  16.71 ,  -   ,  -   ,  22.65 
E14001577,West Lancashire,North West,17.03059747,  61.85 ,  2.30 ,  2.29 ,  16.52 ,  -   ,  -   ,  -   ,  12.75 ,  52.54 ,  0.44 ,  0.30 ,  9.34 ,  -   ,  -   ,  -   ,  21.65 ,  70.12 ,  7.03 ,  6.87 ,  25.72 ,  -   ,  -   ,  -   
E14001578,West Suffolk,East of England,30.70833548,  30.93 ,  9.33 ,  9.32 ,  17.83 ,  -   ,  -   ,  1.88 ,  23.97 ,  23.41 ,  3.68 ,  3.33 ,  9.31 ,  -   ,  -   ,  0.32 ,  37.92 ,  38.80 ,  17.79 ,  18.37 ,  28.85 ,  -   ,  -   ,  5.46 
E14001579,West Worcestershire,West Midlands,23.87624256,  22.38 ,  13.34 ,  28.15 ,  11.17 ,  -   ,  -   ,  1.08 ,  17.52 ,  14.53 ,  5.24 ,  14.86 ,  5.04 ,  -   ,  -   ,  0.18 ,  31.25 ,  31.90 ,  24.36 ,  44.96 ,  19.59 ,  -   ,  -   ,  3.33 
E14001580,Westmorland and Lonsdale,North West,24.59921951,  17.29 ,  35.96 ,  5.16 ,  15.92 ,  -   ,  -   ,  1.07 ,  17.47 ,  11.06 ,  22.07 ,  0.99 ,  7.48 ,  -   ,  -   ,  0.12 ,  32.30 ,  25.74 ,  51.04 ,  13.48 ,  27.18 ,  -   ,  -   ,  3.67 
E14001581,Weston-super-Mare,South West,23.89707942,  40.15 ,  6.70 ,  4.34 ,  24.91 ,  -   ,  -   ,  -   ,  17.61 ,  31.33 ,  2.21 ,  0.79 ,  14.77 ,  -   ,  -   ,  -   ,  31.06 ,  49.07 ,  13.61 ,  11.39 ,  36.44 ,  -   ,  -   ,  -   
E14001582,Wetherby and Easingwold,Yorkshire and The Humber,44.26155366,  40.20 ,  6.21 ,  7.51 ,  0.60 ,  -   ,  -   ,  1.23 ,  35.67 ,  30.78 ,  1.51 ,  1.23 ,  0.22 ,  -   ,  -   ,  0.22 ,  52.90 ,  49.30 ,  15.94 ,  21.58 ,  1.27 ,  -   ,  -   ,  3.51 
E14001583,Whitehaven and Workington,North West,23.40401867,  53.45 ,  1.88 ,  1.54 ,  19.73 ,  -   ,  -   ,  -   ,  17.72 ,  44.03 ,  0.35 ,  0.17 ,  11.42 ,  -   ,  -   ,  -   ,  29.38 ,  61.97 ,  5.21 ,  5.18 ,  29.41 ,  -   ,  -   ,  -   
E14001584,Widnes and Halewood,North West,9.082565557,  69.15 ,  3.59 ,  4.17 ,  11.67 ,  -   ,  -   ,  2.34 ,  6.60 ,  59.63 ,  0.92 ,  0.66 ,  5.61 ,  -   ,  -   ,  0.47 ,  11.80 ,  77.70 ,  8.94 ,  11.47 ,  19.90 ,  -   ,  -   ,  6.80 
E14001585,Wigan,North West,11.56576572,  52.07 ,  5.54 ,  2.95 ,  25.91 ,  -   ,  -   ,  1.95 ,  8.33 ,  42.82 ,  1.52 ,  0.48 ,  16.81 ,  -   ,  -   ,  0.45 ,  15.26 ,  61.16 ,  12.43 ,  9.23 ,  36.50 ,  -   ,  -   ,  5.39 
E14001586,Wimbledon,London,24.11202278,  26.82 ,  38.43 ,  1.60 ,  7.95 ,  -   ,  -   ,  1.08 ,  19.09 ,  21.00 ,  31.63 ,  0.38 ,  4.53 ,  -   ,  -   ,  0.31 ,  29.01 ,  33.04 ,  45.96 ,  3.82 ,  12.43 ,  -   ,  -   ,  2.52 
E14001587,Winchester,South East,27.19571159,  9.52 ,  50.11 ,  5.40 ,  7.17 ,  -   ,  -   ,  0.61 ,  19.52 ,  5.55 ,  37.29 ,  1.52 ,  3.33 ,  -   ,  -   ,  0.10 ,  35.84 ,  14.24 ,  63.09 ,  11.59 ,  13.19 ,  -   ,  -   ,  1.91 
E14001588,Windsor,South East,28.63982315,  24.98 ,  10.73 ,  13.56 ,  15.18 ,  -   ,  -   ,  6.92 ,  21.82 ,  17.44 ,  3.37 ,  5.09 ,  8.11 ,  -   ,  -   ,  1.87 ,  35.59 ,  32.99 ,  20.16 ,  26.30 ,  24.60 ,  -   ,  -   ,  16.85 
E14001589,Wirral West,North West,23.9197824,  59.74 ,  2.58 ,  3.88 ,  9.88 ,  -   ,  -   ,  -   ,  18.31 ,  50.09 ,  0.44 ,  0.56 ,  4.23 ,  -   ,  -   ,  -   ,  29.91 ,  67.76 ,  7.10 ,  12.09 ,  17.72 ,  -   ,  -   ,  -   
E14001590,Witham,East of England,33.98965934,  32.40 ,  6.35 ,  4.07 ,  20.83 ,  -   ,  -   ,  2.37 ,  26.89 ,  25.29 ,  1.95 ,  1.06 ,  11.32 ,  -   ,  -   ,  0.49 ,  41.09 ,  40.31 ,  13.68 ,  9.62 ,  31.73 ,  -   ,  -   ,  6.93 
E14001591,Witney,South East,32.38869332,  27.39 ,  27.51 ,  0.41 ,  11.02 ,  -   ,  -   ,  1.28 ,  24.98 ,  19.66 ,  15.87 ,  0.04 ,  5.07 ,  -   ,  -   ,  0.21 ,  40.14 ,  35.95 ,  40.74 ,  1.45 ,  19.42 ,  -   ,  -   ,  3.93 
E14001592,Woking,South East,21.54602532,  15.09 ,  49.31 ,  2.40 ,  9.23 ,  -   ,  -   ,  2.43 ,  16.90 ,  10.53 ,  40.89 ,  0.61 ,  5.44 ,  -   ,  -   ,  0.89 ,  26.23 ,  20.25 ,  57.79 ,  5.42 ,  14.58 ,  -   ,  -   ,  5.00 
E14001593,Wokingham,South East,32.96215601,  24.47 ,  27.86 ,  3.16 ,  11.55 ,  -   ,  -   ,  -   ,  25.27 ,  16.37 ,  15.04 ,  0.45 ,  5.71 ,  -   ,  -   ,  -   ,  40.07 ,  33.29 ,  40.94 ,  9.52 ,  20.28 ,  -   ,  -   ,  -   
E14001594,Wolverhampton North East,West Midlands,26.29570789,  46.56 ,  2.68 ,  4.91 ,  19.56 ,  -   ,  -   ,  -   ,  19.67 ,  37.16 ,  0.58 ,  1.29 ,  10.50 ,  -   ,  -   ,  -   ,  33.10 ,  55.31 ,  7.39 ,  12.73 ,  31.07 ,  -   ,  -   ,  -   
E14001595,Wolverhampton South East,West Midlands,19.03645123,  56.16 ,  2.19 ,  2.97 ,  14.07 ,  -   ,  -   ,  5.57 ,  14.42 ,  46.54 ,  0.55 ,  0.64 ,  7.88 ,  -   ,  -   ,  1.46 ,  23.73 ,  64.78 ,  5.81 ,  7.73 ,  23.38 ,  -   ,  -   ,  12.94 
E14001596,Wolverhampton West,West Midlands,29.85581929,  49.40 ,  2.61 ,  1.54 ,  12.37 ,  -   ,  -   ,  4.22 ,  23.88 ,  40.24 ,  0.61 ,  0.22 ,  6.40 ,  -   ,  -   ,  0.82 ,  37.21 ,  58.16 ,  7.04 ,  5.38 ,  21.68 ,  -   ,  -   ,  11.07 
E14001597,Worcester,West Midlands,26.24712204,  43.28 ,  8.51 ,  8.85 ,  11.11 ,  -   ,  -   ,  2.01 ,  20.38 ,  34.28 ,  2.86 ,  2.85 ,  5.46 ,  -   ,  -   ,  0.41 ,  31.92 ,  52.75 ,  17.24 ,  18.75 ,  18.67 ,  -   ,  -   ,  5.43 
E14001598,Worsley and Eccles,North West,17.01359762,  57.23 ,  8.44 ,  2.60 ,  11.39 ,  -   ,  -   ,  3.32 ,  13.30 ,  47.37 ,  3.38 ,  0.37 ,  5.52 ,  -   ,  -   ,  0.65 ,  21.15 ,  66.02 ,  16.16 ,  7.26 ,  19.67 ,  -   ,  -   ,  8.79 
E14001599,Worthing West,South East,25.37886669,  40.88 ,  10.37 ,  8.42 ,  12.98 ,  -   ,  -   ,  1.98 ,  19.99 ,  32.17 ,  4.39 ,  2.37 ,  6.33 ,  -   ,  -   ,  0.40 ,  31.33 ,  49.99 ,  19.71 ,  17.70 ,  22.04 ,  -   ,  -   ,  5.40 
E14001600,Wycombe,South East,27.62956256,  44.89 ,  7.61 ,  3.49 ,  10.92 ,  -   ,  -   ,  5.47 ,  21.54 ,  35.38 ,  2.31 ,  0.60 ,  5.08 ,  -   ,  -   ,  1.17 ,  33.44 ,  54.21 ,  16.97 ,  10.45 ,  19.68 ,  -   ,  -   ,  14.14 
E14001601,Wyre Forest,West Midlands,32.55794345,  36.80 ,  5.34 ,  7.76 ,  15.61 ,  -   ,  -   ,  1.93 ,  25.53 ,  28.24 ,  1.52 ,  1.79 ,  7.83 ,  -   ,  -   ,  0.36 ,  39.91 ,  45.62 ,  12.20 ,  18.32 ,  25.83 ,  -   ,  -   ,  5.46 
E14001602,Wythenshawe and Sale East,North West,14.74657392,  59.29 ,  5.51 ,  4.66 ,  11.26 ,  -   ,  -   ,  4.53 ,  11.35 ,  49.71 ,  1.66 ,  0.96 ,  5.83 ,  -   ,  -   ,  1.08 ,  18.77 ,  67.59 ,  13.16 ,  11.07 ,  18.89 ,  -   ,  -   ,  10.52 
E14001603,Yeovil,South West,26.50134233,  9.98 ,  45.78 ,  5.10 ,  11.34 ,  -   ,  -   ,  1.30 ,  21.26 ,  7.22 ,  38.53 ,  2.48 ,  6.96 ,  -   ,  -   ,  0.40 ,  31.84 ,  13.56 ,  52.97 ,  8.89 ,  17.30 ,  -   ,  -   ,  2.94 
E14001604,York Central,Yorkshire and The Humber,14.16060507,  63.78 ,  4.01 ,  7.00 ,  9.89 ,  -   ,  -   ,  1.17 ,  10.44 ,  53.20 ,  0.84 ,  1.50 ,  4.71 ,  -   ,  -   ,  0.23 ,  17.95 ,  74.16 ,  9.94 ,  18.25 ,  16.97 ,  -   ,  -   ,  3.59 
E14001605,York Outer,Yorkshire and The Humber,26.99664712,  40.59 ,  13.43 ,  0.55 ,  17.65 ,  -   ,  -   ,  0.80 ,  20.64 ,  30.68 ,  5.16 ,  0.04 ,  9.85 ,  -   ,  -   ,  0.11 ,  33.96 ,  50.55 ,  24.78 ,  2.28 ,  28.54 ,  -   ,  -   ,  2.76 
S14000021,East Renfrewshire,Scotland,23.06512391,  43.44 ,  3.56 ,  1.39 ,  5.42 ,  -   ,  21.81 ,  1.31 ,  18.09 ,  34.56 ,  1.05 ,  0.20 ,  2.35 ,  -   ,  14.89 ,  0.18 ,  28.50 ,  52.58 ,  8.15 ,  4.02 ,  10.19 ,  -   ,  29.62 ,  3.94 
S14000027,Na h-Eileanan an Iar,Scotland,9.567897503,  41.14 ,  4.15 ,  -   ,  9.70 ,  -   ,  24.43 ,  11.02 ,  6.54 ,  29.68 ,  1.09 ,  -   ,  4.18 ,  -   ,  15.76 ,  2.96 ,  13.24 ,  52.30 ,  10.65 ,  -   ,  17.40 ,  -   ,  34.04 ,  25.69 
S14000045,Midlothian,Scotland,10.19884289,  49.01 ,  4.20 ,  -   ,  5.02 ,  -   ,  28.82 ,  2.74 ,  7.41 ,  40.22 ,  1.21 ,  -   ,  2.20 ,  -   ,  21.54 ,  0.66 ,  13.37 ,  57.78 ,  9.24 ,  -   ,  9.42 ,  -   ,  37.08 ,  7.20 
S14000048,North Ayrshire and Arran,Scotland,15.82893398,  37.26 ,  6.62 ,  2.15 ,  7.38 ,  -   ,  28.90 ,  1.86 ,  12.57 ,  30.19 ,  2.69 ,  0.37 ,  3.71 ,  -   ,  21.65 ,  0.39 ,  19.39 ,  45.34 ,  12.61 ,  5.99 ,  12.43 ,  -   ,  36.61 ,  5.66 
S14000051,Orkney and Shetland,Scotland,1.979355361,  9.58 ,  45.85 ,  2.90 ,  7.47 ,  -   ,  32.23 ,  -   ,  0.97 ,  4.35 ,  30.75 ,  0.27 ,  2.38 ,  -   ,  20.05 ,  -   ,  3.46 ,  17.58 ,  60.14 ,  9.33 ,  15.17 ,  -   ,  46.18 ,  -   
S14000060,Aberdeen North,Scotland,13.87953552,  31.74 ,  4.48 ,  3.73 ,  8.44 ,  -   ,  35.08 ,  2.65 ,  10.54 ,  23.86 ,  1.48 ,  1.09 ,  4.07 ,  -   ,  28.03 ,  0.74 ,  18.03 ,  39.60 ,  9.12 ,  8.50 ,  14.28 ,  -   ,  42.85 ,  6.42 
S14000061,Aberdeen South,Scotland,20.00847736,  30.41 ,  6.16 ,  8.71 ,  4.44 ,  -   ,  28.75 ,  1.51 ,  16.03 ,  23.59 ,  2.35 ,  3.51 ,  1.92 ,  -   ,  21.61 ,  0.32 ,  24.60 ,  38.09 ,  11.34 ,  16.76 ,  8.15 ,  -   ,  36.63 ,  4.19 
S14000062,Aberdeenshire North and Moray East,Scotland,36.67446209,  14.04 ,  6.09 ,  -   ,  12.82 ,  -   ,  30.38 ,  -   ,  29.13 ,  8.76 ,  2.05 ,  -   ,  6.82 ,  -   ,  22.04 ,  -   ,  44.74 ,  20.27 ,  12.13 ,  -   ,  21.51 ,  -   ,  39.16 ,  -   
S14000063,Airdrie and Shotts,Scotland,8.286192384,  54.41 ,  2.20 ,  -   ,  4.02 ,  -   ,  29.27 ,  1.81 ,  5.55 ,  45.26 ,  0.42 ,  -   ,  1.63 ,  -   ,  21.28 ,  0.28 ,  11.38 ,  63.22 ,  5.24 ,  -   ,  7.49 ,  -   ,  37.88 ,  5.19 
S14000064,Alloa and Grangemouth,Scotland,16.12877097,  41.52 ,  1.87 ,  5.75 ,  8.74 ,  -   ,  23.97 ,  2.02 ,  12.38 ,  33.47 ,  0.56 ,  2.24 ,  4.11 ,  -   ,  17.52 ,  0.39 ,  20.36 ,  50.25 ,  4.35 ,  11.54 ,  15.77 ,  -   ,  31.15 ,  5.13 
S14000065,Angus and Perthshire Glens,Scotland,26.69116518,  21.78 ,  2.13 ,  -   ,  8.03 ,  -   ,  40.51 ,  0.87 ,  21.48 ,  15.79 ,  0.55 ,  -   ,  3.99 ,  -   ,  33.89 ,  0.16 ,  32.08 ,  28.21 ,  5.14 ,  -   ,  13.94 ,  -   ,  48.47 ,  2.57 
S14000066,Arbroath and Broughty Ferry,Scotland,16.12500604,  34.66 ,  6.37 ,  -   ,  4.90 ,  -   ,  36.83 ,  1.12 ,  12.37 ,  26.87 ,  2.63 ,  -   ,  2.09 ,  -   ,  29.73 ,  0.19 ,  20.39 ,  42.85 ,  11.69 ,  -   ,  9.11 ,  -   ,  44.45 ,  3.22 
S14000067,"Argyll, Bute and South Lochaber",Scotland,24.54664697,  21.53 ,  4.57 ,  -   ,  9.38 ,  -   ,  37.93 ,  2.05 ,  19.13 ,  15.23 ,  1.46 ,  -   ,  4.71 ,  -   ,  30.09 ,  0.39 ,  30.27 ,  28.67 ,  9.56 ,  -   ,  15.56 ,  -   ,  45.79 ,  5.89 
S14000068,Bathgate and Linlithgow,Scotland,11.48833612,  48.11 ,  6.73 ,  2.23 ,  5.42 ,  -   ,  24.32 ,  1.70 ,  8.93 ,  39.38 ,  2.60 ,  0.50 ,  2.53 ,  -   ,  16.90 ,  0.41 ,  14.44 ,  57.34 ,  13.39 ,  6.11 ,  9.94 ,  -   ,  32.27 ,  3.97 
S14000069,"Caithness, Sutherland and Easter Ross",Scotland,5.915311483,  14.01 ,  35.68 ,  1.22 ,  7.79 ,  -   ,  31.95 ,  3.44 ,  3.90 ,  8.66 ,  26.12 ,  0.17 ,  3.60 ,  -   ,  24.06 ,  0.95 ,  8.41 ,  20.98 ,  45.61 ,  3.78 ,  13.52 ,  -   ,  39.75 ,  8.38 
S14000070,Coatbridge and Bellshill,Scotland,6.112736777,  44.09 ,  2.71 ,  6.48 ,  7.84 ,  -   ,  28.08 ,  4.69 ,  4.47 ,  34.89 ,  0.58 ,  1.74 ,  3.82 ,  -   ,  20.24 ,  1.21 ,  8.16 ,  53.40 ,  7.46 ,  15.85 ,  13.75 ,  -   ,  36.16 ,  11.29 
S14000071,Cowdenbeath and Kirkcaldy,Scotland,10.98626217,  42.16 ,  2.53 ,  3.11 ,  6.10 ,  -   ,  32.63 ,  2.49 ,  8.04 ,  34.22 ,  0.55 ,  0.67 ,  2.61 ,  -   ,  24.43 ,  0.55 ,  14.29 ,  50.55 ,  6.31 ,  7.72 ,  10.92 ,  -   ,  41.07 ,  6.10 
S14000072,Cumbernauld and Kirkintilloch,Scotland,7.238036111,  41.64 ,  5.17 ,  5.52 ,  13.44 ,  -   ,  26.99 ,  -   ,  5.08 ,  32.37 ,  1.92 ,  1.73 ,  7.66 ,  -   ,  20.52 ,  -   ,  9.83 ,  50.88 ,  9.95 ,  11.83 ,  21.22 ,  -   ,  34.27 ,  -   
S14000073,Dumfries and Galloway,Scotland,29.99722583,  24.15 ,  3.04 ,  0.61 ,  9.10 ,  -   ,  31.54 ,  1.56 ,  24.96 ,  17.98 ,  1.07 ,  0.09 ,  4.61 ,  -   ,  24.76 ,  0.32 ,  35.39 ,  31.10 ,  6.24 ,  2.07 ,  15.15 ,  -   ,  39.00 ,  3.86 
