Boundary Comm name,PA name,ONS code,PANO,region_name,country_name,constituency_type,Index_of_change,"""turnout""",electorate,Conv,Labv,LDv,Grnv,Brxv,SNPv,PCv,APNIv,DUPv,SDLPv,SFv,UUPv,TotOthv,MaxOthv,ADVv,AGSv,ANWPv,AONTv,ASHv,BNPv,BPIv,BSJPv,CFv,CHPv,CMEPv,CMUv,CMUKv,COMLv,CPv,CPAv,CVPv,EDv,GWLDv,HWDIv,INETv,JACv,LBTv,LIBv,LNINv,LUTNv,MKv,MRLPv,MTHRv,NEPv,PATRv,PBPv,PFPv,POSv,PPNVv,RBDv,RENv,SDPv,SEPv,SFPv,SHRPv,SLPv,SNAVv,SOCv,TCRPv,TIGv,TLWv,UGPv,UKIPv,VPPv,WEPv,WRPv,WYv,YESHv,YPPv,YRKSv,IND1v,IND2v,IND3v,IND4v,IND5v,IND6v,blank2,total_votes,majority,maj%,Win19,Second19,CON%,LAB%,LD%,GRN%,BRX%,SNP%,PC%,APNI%,DUP%,SDLP%,SF%,UUP%,Tot oths%,Max oths%
Belfast South and Mid Down,Belfast South & Mid Down,N05000003,47,NI,Northern Ireland,Borough,22.3,66.2,71978,167,,,73,,,,7348,12087,25409,247,1703,635,568,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47669,13322,27.95,SDLP,DUP,0.35,,,0.15,,,,15.41,25.36,53.30,0.52,3.57,1.19,1.33
Belfast West,Belfast West,N05000004,48,NI,Northern Ireland,Borough,17.5,59.6,71921,41,,,,,,,3060,7789,3195,20786,370,7658,6059,,,,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,6059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42899,12997,30.30,SF,DUP,0.10,,,0.00,,,,7.13,18.16,7.45,48.45,0.86,14.12,17.85
Bermondsey and Old Southwark,Bermondsey & Old Southwark,E14001085,49,GL,England,Borough,25.3,65.0,70602,7710,22776,14261,25,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45885,8515,18.56,Lab,LD,16.80,49.64,31.08,0.05,2.43,0.00,0.00,,,,,,0.00,0.00
"Berwickshire, Roxburgh and Selkirk","Berwickshire, Roxburgh & Selkirk",S14000008,50,SC,Scotland,County,none,71.2,74687,25747,2513,4287,0,0,20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53146,5148,9.69,Con,SNP,48.45,4.73,8.07,0.00,0.00,38.76,0.00,,,,,,0.00,0.00
Bethnal Green and Stepney,Bethnal Green & Stepney,E14001086,51,GL,England,Borough,35.8,64.9,77000,5065,36720,4634,2101,992,0,0,0,0,0,0,0,439,439,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49951,31655,63.37,Lab,Con,10.14,73.51,9.28,4.21,1.99,0.00,0.00,,,,,,0.88,0.88
Beverley and Holderness,Beverley & Holderness,E14001087,52,YH,England,County,10.6,69.6,71102,30179,12203,4579,1234,0,0,0,0,0,0,0,0,1288,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,,49483,17976,36.33,Con,Lab,60.99,24.66,9.25,2.49,0.00,0.00,0.00,,,,,,2.60,2.60
Bexhill and Battle,Bexhill & Battle,E14001088,53,SE,England,County,26.1,70.2,70869,30716,10332,6658,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49737,20384,40.98,Con,Lab,61.76,20.77,13.39,4.08,0.00,0.00,0.00,,,,,,0.00,0.00
Bexleyheath and Crayford,Bexleyheath & Crayford,E14001089,54,GL,England,Borough,33.1,67.6,69948,28750,13712,2832,1070,416,0,0,0,0,0,0,0,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47300,15038,31.79,Con,Lab,60.78,28.99,5.99,2.26,0.88,0.00,0.00,,,,,,1.10,1.10
Bicester and Woodstock,Bicester & Woodstock,E14001090,55,SE,England,County,99.7,73.9,70389,28030,8762,13825,1225,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51991,14205,27.32,Con,LD,53.91,16.85,26.59,2.36,0.29,0.00,0.00,,,,,,0.00,0.00
Birkenhead,Birkenhead,E14001091,56,NW,England,Borough,18.7,67.9,76271,8063,31056,2062,1552,1744,0,0,0,0,0,0,0,7285,7285,0,0,0,0,0,0,0,7285,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51762,22993,44.42,Lab,Con,15.58,60.00,3.98,3.00,3.37,0.00,0.00,,,,,,14.07,14.07
Birmingham Edgbaston,Birmingham Edgbaston,E14001092,57,WM,England,Borough,13.6,63.9,71354,16167,23858,3306,1172,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45599,7691,16.87,Lab,Con,35.45,52.32,7.25,2.57,2.40,0.00,0.00,,,,,,0.00,0.00
Birmingham Erdington,Birmingham Erdington,E14001093,58,WM,England,Borough,18.4,54.0,76856,17213,20518,1349,746,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41499,3305,7.96,Lab,Con,41.48,49.44,3.25,1.80,4.03,0.00,0.00,,,,,,0.00,0.00
Birmingham Hall Green and Moseley,Birmingham Hall Green & Moseley,E14001094,59,WM,England,Borough,15.8,68.3,75781,7772,34279,3703,869,997,0,0,0,0,0,0,0,4119,4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0,0,0,0,0,,51739,26507,51.23,Lab,Con,15.02,66.25,7.16,1.68,1.93,0.00,0.00,,,,,,7.96,7.96
Birmingham Hodge Hill and Solihull North,Birmingham Hodge Hill & Solihull North,E14001095,60,WM,England,Borough,73.6,53.7,76922,11793,24744,1788,1441,1271,0,0,0,0,0,0,0,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41294,12951,31.36,Lab,Con,28.56,59.92,4.33,3.49,3.08,0.00,0.00,,,,,,0.62,0.62
Birmingham Ladywood,Birmingham Ladywood,E14001096,61,WM,England,Borough,64.6,58.2,76585,4381,36964,1233,823,980,0,0,0,0,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,,44535,32583,73.16,Lab,Con,9.84,83.00,2.77,1.85,2.20,0.00,0.00,,,,,,0.35,0.35
Birmingham Northfield,Birmingham Northfield,E14001097,62,WM,England,Borough,3.0,59.5,73483,20135,18657,2013,972,1661,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,,43692,1478,3.38,Con,Lab,46.08,42.70,4.61,2.22,3.80,0.00,0.00,,,,,,0.58,0.58
Birmingham Perry Barr,Birmingham Perry Barr,E14001098,63,WM,England,Borough,37.9,63.4,74048,9582,31907,3062,883,1333,0,0,0,0,0,0,0,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,,46915,22325,47.59,Lab,Con,20.42,68.01,6.53,1.88,2.84,0.00,0.00,,,,,,0.32,0.32
Birmingham Selly Oak,Birmingham Selly Oak,E14001099,64,WM,England,Borough,5.8,63.4,76285,15291,26936,3018,1783,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48347,11645,24.09,Lab,Con,31.63,55.71,6.24,3.69,2.73,0.00,0.00,,,,,,0.00,0.00
Birmingham Yardley,Birmingham Yardley,E14001100,65,WM,England,Borough,32.0,58.3,71912,11208,24349,3743,503,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41906,13141,31.36,Lab,Con,26.75,58.10,8.93,1.20,5.02,0.00,0.00,,,,,,0.00,0.00
Bishop Auckland,Bishop Auckland,E14001101,66,NE,England,County,52.9,69.9,70879,26239,18126,1782,300,2739,0,0,0,0,0,0,0,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,,49511,8113,16.39,Con,Lab,53.00,36.61,3.60,0.61,5.53,0.00,0.00,,,,,,0.66,0.66
Blackburn,Blackburn,E14001102,67,NW,England,Borough,3.1,61.8,70586,10182,28798,1058,698,2590,0,0,0,0,0,0,0,319,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,,43645,18616,42.65,Lab,Con,23.33,65.98,2.42,1.60,5.93,0.00,0.00,,,,,,0.73,0.73
Blackley and Middleton South,Blackley & Middleton South,E14001103,68,NW,England,Borough,75.7,52.6,71375,10599,22157,1130,764,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37548,11558,30.78,Lab,Con,28.23,59.01,3.01,2.03,7.72,0.00,0.00,,,,,,0.00,0.00
Blackpool North and Fleetwood,Blackpool North & Fleetwood,E14001104,69,NW,England,Borough,80.1,66.4,75396,27946,17827,2020,954,858,0,0,0,0,0,0,0,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,,50048,10119,20.22,Con,Lab,55.84,35.62,4.04,1.91,1.71,0.00,0.00,,,,,,0.89,0.89
Blackpool South,Blackpool South,E14001105,70,NW,England,Borough,33.7,55.8,76071,20715,17015,1497,810,2009,0,0,0,0,0,0,0,368,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,,42414,3700,8.72,Con,Lab,48.84,40.12,3.53,1.91,4.74,0.00,0.00,,,,,,0.87,0.87
Blaenau Gwent and Rhymney,Blaenau Gwent & Rhymney,W07000084,71,WA,Wales,County,39.6,59.2,71079,8246,21215,1576,418,7574,0,2687,0,0,0,0,0,378,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,,42094,12969,30.81,Lab,Con,19.59,50.40,3.74,0.99,17.99,0.00,6.38,,,,,,0.90,0.90
Blaydon and Consett,Blaydon & Consett,E14001106,72,NE,England,County,99.2,66.9,70163,16371,20656,2146,1421,4555,0,0,0,0,0,0,0,1816,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,593,414,76,0,0,0,,46965,4285,9.12,Lab,Con,34.86,43.98,4.57,3.03,9.70,0.00,0.00,,,,,,3.87,1.31
Blyth and Ashington,Blyth & Ashington,E14001107,73,NE,England,County,72.1,57.0,75452,14382,20500,2761,1248,3921,0,0,0,0,0,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42990,6118,14.23,Lab,Con,33.45,47.69,6.42,2.90,9.12,0.00,0.00,,,,,,0.41,0.41
Bognor Regis and Littlehampton,Bognor Regis & Littlehampton,E14001108,74,SE,England,Borough,29.8,68.2,76985,32645,9963,6978,1711,0,0,0,0,0,0,0,0,1213,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,367,0,0,0,0,0,,52510,22682,43.20,Con,Lab,62.17,18.97,13.29,3.26,0.00,0.00,0.00,,,,,,2.31,1.61
Bolsover,Bolsover,E14001109,75,EM,England,County,0.8,61.2,74680,21792,16519,1741,717,3920,0,0,0,0,0,0,0,987,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,517,0,0,0,0,,45676,5273,11.54,Con,Lab,47.71,36.17,3.81,1.57,8.58,0.00,0.00,,,,,,2.16,1.13
Bolton North East,Bolton North East,E14001110,76,NW,England,Borough,14.4,64.7,77020,22436,21158,2188,803,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49844,1278,2.56,Con,Lab,45.01,42.45,4.39,1.61,6.54,0.00,0.00,,,,,,0.00,0.00
Bolton South and Walkden,Bolton South & Walkden,E14001111,77,NW,England,Borough,66.5,58.1,75716,13961,24890,1695,1077,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43984,10929,24.85,Lab,Con,31.74,56.59,3.85,2.45,5.37,0.00,0.00,,,,,,0.00,0.00
Bolton West,Bolton West,E14001112,78,NW,England,County,28.6,69.1,72125,28197,17578,2815,893,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49868,10619,21.29,Con,Lab,56.54,35.25,5.64,1.79,0.77,0.00,0.00,,,,,,0.00,0.00
Bootle,Bootle,E14001113,79,NW,England,Borough,none,65.4,75194,4510,39066,1822,1166,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49174,34556,70.27,Lab,Con,9.17,79.44,3.71,2.37,5.31,0.00,0.00,,,,,,0.00,0.00
Boston and Skegness,Boston & Skegness,E14001114,80,EM,England,County,9.2,59.4,75806,34406,7004,2180,0,0,0,0,0,0,0,0,0,1428,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,0,,45018,27402,60.87,Con,Lab,76.43,15.56,4.84,0.00,0.00,0.00,0.00,,,,,,3.17,3.17
Bournemouth East,Bournemouth East,E14001115,81,SW,England,Borough,0.1,67.4,73173,24957,16140,5418,2052,0,0,0,0,0,0,0,0,761,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,314,0,0,0,0,,49328,8817,17.87,Con,Lab,50.59,32.72,10.98,4.16,0.00,0.00,0.00,,,,,,1.54,0.91
Bournemouth West,Bournemouth West,E14001116,82,SW,England,Borough,7.6,63.5,72094,24512,14571,4603,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45752,9941,21.73,Con,Lab,53.58,31.85,10.06,4.52,0.00,0.00,0.00,,,,,,0.00,0.00
Bracknell,Bracknell,E14001117,83,SE,England,Borough,26.4,66.7,70247,26022,11893,6555,1865,0,0,0,0,0,0,0,0,553,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,,46888,14129,30.13,Con,Lab,55.50,25.36,13.98,3.98,0.00,0.00,0.00,,,,,,1.18,1.18
Bradford East,Bradford East,E14001118,84,YH,England,Borough,2.1,59.6,72150,9344,27105,3302,638,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43036,17761,41.27,Lab,Con,21.71,62.98,7.67,1.48,6.15,0.00,0.00,,,,,,0.00,0.00
Bradford South,Bradford South,E14001119,85,YH,England,Borough,2.3,57.7,70890,16381,19110,1519,1007,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40889,2729,6.67,Lab,Con,40.06,46.74,3.71,2.46,7.02,0.00,0.00,,,,,,0.00,0.00
Bradford West,Bradford West,E14001120,86,YH,England,Borough,none,62.1,71258,6717,33736,1349,813,1556,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,0,0,0,0,0,,44261,27019,61.04,Lab,Con,15.18,76.22,3.05,1.84,3.52,0.00,0.00,,,,,,0.20,0.20
Braintree,Braintree,E14001121,87,EE,England,County,18.2,68.3,75662,34863,9397,5013,233,0,0,0,0,0,0,0,0,2169,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,261,420,0,0,0,,51675,25466,49.28,Con,Lab,67.47,18.18,9.70,0.45,0.00,0.00,0.00,,,,,,4.20,2.88
"Brecon, Radnor and Cwm Tawe","Brecon, Radnor & Cwm Tawe",W07000085,88,WA,Wales,County,33.9,72.5,72113,24368,9164,15277,221,964,0,1692,0,0,0,0,0,590,345,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52276,9091,17.39,Con,LD,46.61,17.53,29.22,0.42,1.84,0.00,3.24,,,,,,1.13,0.66
Brent East,Brent East,E14001122,89,GL,England,Borough,53.7,58.0,75880,10344,28100,3972,1426,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44017,17756,40.34,Lab,Con,23.50,63.84,9.02,3.24,0.40,0.00,0.00,,,,,,0.00,0.00
Brent West,Brent West,E14001123,90,GL,England,Borough,44.7,63.3,76463,16361,25792,4408,826,750,0,0,0,0,0,0,0,270,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,101,0,0,0,0,,48407,9431,19.48,Lab,Con,33.80,53.28,9.11,1.71,1.55,0.00,0.00,,,,,,0.56,0.35
Brentford and Isleworth,Brentford & Isleworth,E14001124,91,GL,England,Borough,44.6,67.6,76354,14609,25978,8425,1540,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51615,11369,22.03,Lab,Con,28.30,50.33,16.32,2.98,2.06,0.00,0.00,,,,,,0.00,0.00
Brentwood and Ongar,Brentwood & Ongar,E14001125,92,EE,England,County,0.2,70.5,74937,36202,7228,7179,1675,0,0,0,0,0,0,0,0,532,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52816,28974,54.86,Con,Lab,68.54,13.69,13.59,3.17,0.00,0.00,0.00,,,,,,1.01,1.01
Bridgend,Bridgend,W07000086,93,WA,Wales,County,46.2,66.0,70770,20531,17978,2453,868,2437,0,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46708,2553,5.47,Con,Lab,43.96,38.49,5.25,1.86,5.22,0.00,5.23,,,,,,0.00,0.00
Bridgwater,Bridgwater,E14001126,94,SW,England,County,60.5,63.0,71418,26058,9334,7932,925,0,0,0,0,0,0,0,0,755,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45004,16724,37.16,Con,Lab,57.90,20.74,17.63,2.06,0.00,0.00,0.00,,,,,,1.68,1.68
Bridlington and the Wolds,Bridlington & the Wolds,E14001127,95,YH,England,County,31.1,64.1,72501,30916,9231,3479,1323,0,0,0,0,0,0,0,0,1491,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,0,0,0,0,,46440,21685,46.69,Con,Lab,66.57,19.88,7.49,2.85,0.00,0.00,0.00,,,,,,3.21,3.21
Brigg and Immingham,Brigg & Immingham,E14001128,96,YH,England,County,65.8,66.0,71628,33989,9545,2067,1315,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47245,24444,51.74,Con,Lab,71.94,20.20,4.38,2.78,0.70,0.00,0.00,,,,,,0.00,0.00
Brighton Kemptown and Peacehaven,Brighton Kemptown & Peacehaven,E14001129,97,SE,England,Borough,1.6,70.8,69865,17019,25299,2964,2813,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49430,8280,16.75,Lab,Con,34.43,51.18,6.00,5.69,2.70,0.00,0.00,,,,,,0.00,0.00
Brighton Pavilion,Brighton Pavilion,E14001130,98,SE,England,Borough,1.5,75.4,75722,10129,12945,0,32575,762,0,0,0,0,0,0,0,690,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,212,0,0,0,0,0,,57101,19630,34.38,Green,Lab,17.74,22.67,0.00,57.05,1.33,0.00,0.00,,,,,,1.21,0.53
