Seat Name,Electorate,CON,LAB,LIB,Reform,Green,"SNP/Plaid",Indept.,Other
Gravesham,"73,240.000000000",0.233174726,0.456897291,0.036522634,0.229038066,0.044367284,0.000000000,0.000000000,0.000000000
Great Grimsby and Cleethorpes,"77,565.000000000",0.203729437,0.450154646,0.027858712,0.277623381,0.032654982,0.000000000,0.000000000,0.007978843
Great Yarmouth,"71,956.000000000",0.276306900,0.302360443,0.027130310,0.346127861,0.039988177,0.000000000,0.000000000,0.008086310
Greenwich and Woolwich,"69,900.000000000",0.085784988,0.661513081,0.040946680,0.106004526,0.088301855,0.000000000,0.000000000,0.017448870
Guildford,"71,286.000000000",0.233156824,0.079539000,0.557963977,0.104421276,0.020026751,0.000000000,0.000000000,0.004892171
Hackney North and Stoke Newington,"80,736.000000000",0.068396358,0.681608279,0.036386566,0.059179170,0.132768309,0.000000000,0.000000000,0.021661319
Hackney South and Shoreditch,"80,391.000000000",0.059532921,0.715515149,0.032464017,0.057106054,0.116302948,0.000000000,0.000000000,0.019078911
Halesowen,"70,183.000000000",0.240446524,0.483533281,0.028949928,0.203923294,0.043146973,0.000000000,0.000000000,0.000000000
Halifax,"74,742.000000000",0.157318828,0.522307823,0.032234169,0.205976973,0.063748730,0.000000000,0.000000000,0.018413478
Hamble Valley,"76,428.000000000",0.311731644,0.219662771,0.210545098,0.196413596,0.055009367,0.000000000,0.000000000,0.006637523
Hammersmith and Chiswick,"75,119.000000000",0.141827827,0.569053227,0.072586552,0.111878699,0.090500604,0.000000000,0.000000000,0.014153091
Hampshire East,"69,715.000000000",0.336275138,0.102742699,0.297873220,0.221524089,0.034102887,0.000000000,0.000000000,0.007481967
Hampshire North East,"75,361.000000000",0.330387896,0.095828900,0.284853840,0.196057923,0.076010315,0.000000000,0.000000000,0.016861126
Hampshire North West,"75,968.000000000",0.345557008,0.305149461,0.164672493,0.151829467,0.028932538,0.000000000,0.000000000,0.003859033
Hampstead and Highgate,"77,786.000000000",0.187835611,0.274141812,0.246920800,0.062877700,0.208339979,0.000000000,0.000000000,0.019884098
"Harborough, Oadby and Wigston","74,366.000000000",0.304062554,0.411403797,0.093038109,0.145721641,0.037141696,0.000000000,0.000000000,0.008632202
Harlow,"73,339.000000000",0.381069714,0.228769277,0.058137559,0.211266409,0.108288372,0.000000000,0.000000000,0.012468669
Harpenden and Berkhamsted,"71,327.000000000",0.207723180,0.116064649,0.498210218,0.131142206,0.037169613,0.000000000,0.000000000,0.009690133
Harrogate and Knaresborough,"75,382.000000000",0.295847942,0.125668943,0.426204097,0.119966784,0.025484407,0.000000000,0.000000000,0.006827828
Harrow East,"77,127.000000000",0.229787068,0.513305829,0.040318323,0.153667169,0.056038950,0.000000000,0.000000000,0.006882662
Harrow West,"74,387.000000000",0.137555407,0.577778707,0.040269298,0.138203563,0.089194614,0.000000000,0.000000000,0.016998411
Hartlepool,"70,854.000000000",0.275099459,0.425041390,0.016827695,0.206231931,0.039684697,0.000000000,0.000000000,0.037114829
Harwich and North Essex,"75,459.000000000",0.267408659,0.399491094,0.088572927,0.194957559,0.049569761,0.000000000,0.000000000,0.000000000
Hastings and Rye,"76,846.000000000",0.215748677,0.534060956,0.038737138,0.151726966,0.055430814,0.000000000,0.000000000,0.004295449
Havant,"72,102.000000000",0.235606185,0.406728080,0.057205132,0.253495641,0.046964961,0.000000000,0.000000000,0.000000000
Hayes and Harlington,"72,327.000000000",0.101918075,0.605656697,0.022780048,0.205717072,0.063928107,0.000000000,0.000000000,0.000000000
Hazel Grove,"73,970.000000000",0.207639471,0.153029032,0.445329659,0.152050637,0.032366918,0.000000000,0.000000000,0.009584282
Hemel Hempstead,"70,036.000000000",0.224984437,0.424652418,0.091637269,0.212927993,0.045797883,0.000000000,0.000000000,0.000000000
Hendon,"72,939.000000000",0.188765320,0.546071857,0.042403347,0.144112515,0.071330965,0.000000000,0.000000000,0.007315996
Henley and Thame,"70,107.000000000",0.209985316,0.105326392,0.488395599,0.128897534,0.058203177,0.000000000,0.000000000,0.009191983
Hereford and South Herefordshire,"71,233.000000000",0.282750911,0.359970189,0.110032295,0.189363200,0.049581815,0.000000000,0.000000000,0.008301590
Herefordshire North,"71,099.000000000",0.268349676,0.117970780,0.065449542,0.175099910,0.364787840,0.000000000,0.000000000,0.008342251
Herne Bay and Sandwich,"75,704.000000000",0.432754045,0.213295095,0.064078418,0.212203578,0.077668864,0.000000000,0.000000000,0.000000000
Hertford and Stortford,"74,993.000000000",0.275557271,0.433774004,0.080671620,0.141542025,0.063128438,0.000000000,0.000000000,0.005326643
Hertfordshire North East,"76,123.000000000",0.242444018,0.422668879,0.088210617,0.192083232,0.054593254,0.000000000,0.000000000,0.000000000
Hertfordshire South West,"71,163.000000000",0.276611470,0.367576853,0.120068713,0.182010667,0.044843497,0.000000000,0.000000000,0.008888800
Hertsmere,"73,133.000000000",0.338290974,0.370944462,0.076310009,0.166572534,0.041146324,0.000000000,0.000000000,0.006735697
Hexham,"72,603.000000000",0.355509639,0.504239683,0.058419914,0.000000000,0.073370889,0.000000000,0.000000000,0.008459874
Heywood and Middleton North,"72,636.000000000",0.133715638,0.502116330,0.050040961,0.297606044,0.000000000,0.000000000,0.000000000,0.016521027
High Peak,"74,264.000000000",0.205213426,0.547796178,0.027477730,0.179011034,0.040501633,0.000000000,0.000000000,0.000000000
Hinckley and Bosworth,"75,165.000000000",0.276873702,0.154143855,0.353464225,0.189258071,0.019275061,0.000000000,0.000000000,0.006985086
Hitchin,"71,857.000000000",0.222246140,0.459697462,0.094342576,0.169703137,0.048981429,0.000000000,0.000000000,0.005029256
Holborn and St Pancras,"72,190.000000000",0.077485471,0.688829178,0.039492595,0.073569539,0.098210752,0.000000000,0.000000000,0.022412464
Honiton and Sidmouth,"74,523.000000000",0.221213110,0.128223344,0.381655498,0.224573261,0.031374206,0.000000000,0.000000000,0.012960581
Hornchurch and Upminster,"76,844.000000000",0.357367089,0.274167089,0.027058228,0.242106329,0.054865823,0.000000000,0.000000000,0.044435443
Hornsey and Friern Barnet,"69,277.000000000",0.112635675,0.356952693,0.331660864,0.068625845,0.103993447,0.000000000,0.000000000,0.026131477
Horsham,"76,767.000000000",0.292056990,0.137756011,0.410471950,0.128423865,0.026803206,0.000000000,0.000000000,0.004487979
Houghton and Sunderland South,"76,748.000000000",0.132034387,0.478463039,0.044593644,0.273686121,0.071222809,0.000000000,0.000000000,0.000000000
Hove and Portslade,"74,313.000000000",0.110427521,0.616616783,0.034678343,0.111166537,0.113161882,0.000000000,0.000000000,0.013948934
Huddersfield,"75,495.000000000",0.148576402,0.555617721,0.039910481,0.165319740,0.090575656,0.000000000,0.000000000,0.000000000
Hull East,"73,112.000000000",0.128667267,0.396014819,0.086837889,0.318388906,0.070091118,0.000000000,0.000000000,0.000000000
Huntingdon,"75,121.000000000",0.260785274,0.257071140,0.082710910,0.313415779,0.061201584,0.000000000,0.000000000,0.024815314
Hyndburn,"70,839.000000000",0.211511907,0.496741685,0.028367935,0.216914169,0.046464304,0.000000000,0.000000000,0.000000000
Ilford North,"74,670.000000000",0.186944870,0.455130168,0.029115620,0.230149311,0.083441807,0.000000000,0.015218224,0.000000000
Ilford South,"74,166.000000000",0.108730607,0.609947416,0.032788666,0.129307722,0.088566338,0.000000000,0.000000000,0.030659250
Ipswich,"75,526.000000000",0.165450171,0.552540369,0.022263905,0.202413962,0.052499592,0.000000000,0.000000000,0.004832001
Isle of Wight East,"57,470.000000000",0.225598701,0.381680422,0.037856853,0.256338790,0.071275876,0.000000000,0.000000000,0.027249357
Isle of Wight West,"55,555.000000000",0.226541782,0.392174011,0.040822660,0.228178074,0.092111945,0.000000000,0.000000000,0.020171529
Islington North,"75,162.000000000",0.122193635,0.334037796,0.032650311,0.041747067,0.084642715,0.000000000,0.365493583,0.019234892
Islington South and Finsbury,"77,383.000000000",0.081818353,0.665206520,0.055178508,0.081611551,0.094828072,0.000000000,0.000000000,0.021356996
Jarrow and Gateshead East,"71,050.000000000",0.111422289,0.510126143,0.039439880,0.238791807,0.068742044,0.000000000,0.000000000,0.031477838
Keighley and Ilkley,"72,788.000000000",0.443334269,0.317485265,0.029843765,0.137580690,0.065674993,0.000000000,0.000000000,0.006081018
Kenilworth and Southam,"70,364.000000000",0.306972305,0.176417401,0.249974884,0.226080841,0.037473628,0.000000000,0.000000000,0.003080942
Kensington and Bayswater,"79,095.000000000",0.217742563,0.518007320,0.084060115,0.121865753,0.050868245,0.000000000,0.007086124,0.000369880
Kettering,"76,557.000000000",0.242221062,0.433271771,0.055426185,0.211245835,0.050588188,0.000000000,0.000000000,0.007246959
Kingston and Surbiton,"75,437.000000000",0.103836565,0.051399602,0.630398046,0.167734703,0.039670721,0.000000000,0.000000000,0.006960363
Kingston upon Hull North and Cottingham,"76,620.000000000",0.124538163,0.469518789,0.064792286,0.268248175,0.055961071,0.000000000,0.000000000,0.016941516
Kingston upon Hull West and Haltemprice,"74,518.000000000",0.186367519,0.406051886,0.076795108,0.270491435,0.050065195,0.000000000,0.000000000,0.010228857
Kingswinford and South Staffordshire,"71,981.000000000",0.365169815,0.323533418,0.051943335,0.192063204,0.049287141,0.000000000,0.000000000,0.018003088
Knowsley,"70,836.000000000",0.059534117,0.697093383,0.024201196,0.108596166,0.083323026,0.000000000,0.000000000,0.027252113
Lancashire West,"73,347.000000000",0.126745580,0.590151251,0.027774554,0.200398437,0.054930177,0.000000000,0.000000000,0.000000000
Lancaster and Wyre,"75,065.000000000",0.185561150,0.501969303,0.046430892,0.153869579,0.112169076,0.000000000,0.000000000,0.000000000
Leeds Central and Headingley,"75,218.000000000",0.086017801,0.656062781,0.043697962,0.085137334,0.104660733,0.000000000,0.000000000,0.024423390
Leeds East,"74,719.000000000",0.155235676,0.423249063,0.015382444,0.309604451,0.042397484,0.000000000,0.000000000,0.054130882
Leeds North East,"70,545.000000000",0.113625077,0.639558213,0.039868100,0.094495540,0.085159214,0.000000000,0.000000000,0.027293856
Leeds North West,"71,302.000000000",0.205030562,0.517897944,0.073974261,0.136153260,0.057843654,0.000000000,0.000000000,0.009100318
Leeds South,"74,574.000000000",0.213967930,0.589929558,0.042404301,0.000000000,0.116878302,0.000000000,0.000000000,0.036819909
Leeds South West and Morley,"70,921.000000000",0.143989885,0.527162849,0.023016094,0.223496132,0.057347363,0.000000000,0.000000000,0.024987678
Leeds West and Pudsey,"69,837.000000000",0.137432421,0.558933322,0.032652536,0.192160817,0.064961812,0.000000000,0.000000000,0.013859092
Leicester East,"76,155.000000000",0.134992840,0.478898155,0.037022997,0.150240081,0.076088788,0.000000000,0.121619914,0.001137225
Leicester South,"71,620.000000000",0.120868344,0.362315287,0.047718813,0.202286759,0.161276662,0.000000000,0.000000000,0.105534134
Leicester West,"73,309.000000000",0.093916777,0.409692261,0.022308557,0.367692465,0.093814538,0.000000000,0.000000000,0.012575401
Leicestershire Mid,"75,557.000000000",0.245302450,0.411557818,0.065114743,0.216582788,0.061442201,0.000000000,0.000000000,0.000000000
Leicestershire North West,"74,791.000000000",0.204350394,0.444586614,0.041870079,0.242145669,0.056023622,0.000000000,0.000000000,0.011023622
Leicestershire South,"75,166.000000000",0.369491959,0.347715736,0.148914388,0.110032846,0.023845071,0.000000000,0.000000000,0.000000000
Leigh and Atherton,"76,369.000000000",0.124665685,0.520494267,0.022204715,0.279165716,0.042667883,0.000000000,0.000000000,0.010801733
Lewes,"74,728.000000000",0.238220331,0.068726297,0.556396263,0.101415225,0.031393951,0.000000000,0.000000000,0.003847933
Lewisham East,"69,956.000000000",0.076823311,0.678332108,0.034477541,0.114694566,0.077796031,0.000000000,0.000000000,0.017876443
Lewisham North,"75,020.000000000",0.061123853,0.723757645,0.034384557,0.066781346,0.098260703,0.000000000,0.000000000,0.015691896
Lewisham West and East Dulwich,"70,348.000000000",0.073162331,0.692864089,0.039731745,0.078592268,0.101203501,0.000000000,0.000000000,0.014446065
Leyton and Wanstead,"71,085.000000000",0.104570878,0.636460489,0.045954640,0.097338606,0.095187363,0.000000000,0.000000000,0.020488025
Lichfield,"74,665.000000000",0.321051973,0.396886592,0.056724878,0.177718501,0.039657400,0.000000000,0.000000000,0.007960655
Lincoln,"74,943.000000000",0.198793732,0.515228630,0.033663287,0.205225825,0.042119184,0.000000000,0.000000000,0.004969342
Liverpool Garston,"70,128.000000000",0.098530598,0.638373626,0.049530854,0.090859020,0.070263784,0.000000000,0.000000000,0.052442119
Liverpool Riverside,"70,301.000000000",0.050971461,0.737423412,0.021061754,0.069493712,0.094727507,0.000000000,0.000000000,0.026322154
Liverpool Walton,"70,861.000000000",0.055341161,0.733024058,0.018145989,0.101198785,0.065276295,0.000000000,0.000000000,0.027013712
Liverpool Wavertree,"71,135.000000000",0.079812391,0.659399101,0.045214593,0.062739172,0.115528779,0.000000000,0.000000000,0.037305964
Liverpool West Derby,"70,379.000000000",0.058754600,0.712168246,0.019900088,0.108669284,0.067450610,0.000000000,0.000000000,0.033057172
Loughborough,"73,617.000000000",0.198974948,0.563165394,0.023825543,0.163315787,0.050718328,0.000000000,0.000000000,0.000000000
Louth and Horncastle,"76,035.000000000",0.250727856,0.310856156,0.042635085,0.345669874,0.024401678,0.000000000,0.000000000,0.025709351
Lowestoft,"75,537.000000000",0.234974284,0.453091214,0.039256849,0.210265561,0.062412092,0.000000000,0.000000000,0.000000000
Luton North,"73,355.000000000",0.147263659,0.548728433,0.044976636,0.164045651,0.068296190,0.000000000,0.000000000,0.026689432
Luton South and South Bedfordshire,"69,998.000000000",0.225293190,0.415700798,0.115995702,0.148755229,0.061518414,0.000000000,0.000000000,0.032736666
Macclesfield,"76,216.000000000",0.239506173,0.502792023,0.031832858,0.173941121,0.045944919,0.000000000,0.000000000,0.005982906
Maidenhead,"72,602.000000000",0.366256184,0.291590359,0.241090412,0.000000000,0.091548258,0.000000000,0.000000000,0.009514788
Maidstone and Malling,"72,955.000000000",0.276256485,0.213196851,0.161855732,0.181466717,0.161915827,0.000000000,0.000000000,0.005308387
Makerfield,"76,308.000000000",0.099311030,0.507231084,0.023131194,0.311360768,0.044772723,0.000000000,0.000000000,0.014193201
Maldon,"76,755.000000000",0.361328047,0.300672834,0.091173055,0.208818935,0.038007129,0.000000000,0.000000000,0.000000000
Manchester Central,"73,790.000000000",0.089390451,0.616870139,0.028044489,0.124560108,0.086827128,0.000000000,0.000000000,0.054307686
Manchester Rusholme,"69,299.000000000",0.076081117,0.682849852,0.000000000,0.068246933,0.136896768,0.000000000,0.000000000,0.035925329
Manchester Withington,"71,167.000000000",0.077187875,0.690284635,0.050416036,0.057104078,0.097881464,0.000000000,0.000000000,0.027125912
Mansfield,"74,411.000000000",0.201332621,0.458036357,0.023100318,0.269704920,0.032154714,0.000000000,0.000000000,0.015671070
Melksham and Devizes,"71,522.000000000",0.260199005,0.105166475,0.448239571,0.157079985,0.029314964,0.000000000,0.000000000,0.000000000
Melton and Syston,"72,307.000000000",0.225969368,0.403949620,0.053699161,0.225474635,0.072499021,0.000000000,0.000000000,0.018408196
Meriden and Solihull East,"74,917.000000000",0.275448865,0.414676105,0.102665507,0.149213003,0.057996520,0.000000000,0.000000000,0.000000000
Middlesbrough and Thornaby East,"70,890.000000000",0.129002115,0.518983918,0.019967540,0.204544337,0.066050263,0.000000000,0.000000000,0.061451827
Middlesbrough South and Cleveland East,"69,287.000000000",0.358543731,0.530268131,0.033835007,0.000000000,0.058255250,0.000000000,0.000000000,0.019097882
Milton Keynes Central,"76,559.000000000",0.215076385,0.505003834,0.063309805,0.142132479,0.066789878,0.000000000,0.000000000,0.007687619
Milton Keynes North,"70,484.000000000",0.225159834,0.515835672,0.044225941,0.156563206,0.058215348,0.000000000,0.000000000,0.000000000
Mitcham and Morden,"76,805.000000000",0.111781327,0.599867738,0.045449991,0.139155528,0.087974189,0.000000000,0.000000000,0.015771227
Morecambe and Lunesdale,"76,057.000000000",0.221988727,0.462085355,0.074945500,0.196280221,0.044700198,0.000000000,0.000000000,0.000000000
New Forest East,"73,549.000000000",0.360904544,0.180343553,0.210871929,0.215938247,0.024440096,0.000000000,0.000000000,0.007501631
New Forest West,"70,868.000000000",0.398046633,0.294501079,0.097005834,0.151204291,0.049560813,0.000000000,0.000000000,0.009681349
Newark,"76,720.000000000",0.283275975,0.398297161,0.055322366,0.198591577,0.039368199,0.000000000,0.000000000,0.025144721
Newbury,"71,439.000000000",0.362447482,0.073830799,0.354892794,0.144978993,0.060358601,0.000000000,0.000000000,0.003491331
Newcastle upon Tyne Central and West,"75,872.000000000",0.111715447,0.525327368,0.042444891,0.199047658,0.081544272,0.000000000,0.000000000,0.039920365
Newcastle upon Tyne East and Wallsend,"76,871.000000000",0.097950154,0.586624117,0.047653543,0.165965111,0.081758913,0.000000000,0.000000000,0.020048163
Newcastle upon Tyne North,"76,162.000000000",0.156571010,0.496097288,0.096613795,0.134465280,0.090600729,0.000000000,0.000000000,0.025651897
Newcastle-under-Lyme,"71,555.000000000",0.172515181,0.492979653,0.030254607,0.240417599,0.063832960,0.000000000,0.000000000,0.000000000
Newton Abbot,"72,392.000000000",0.263522328,0.144124436,0.361766182,0.194139488,0.025850477,0.000000000,0.000000000,0.010597090
Newton Aycliffe and Spennymoor,"71,018.000000000",0.155564545,0.501505753,0.037553937,0.245797375,0.046476088,0.000000000,0.000000000,0.013102301
Norfolk Mid,"71,200.000000000",0.303498451,0.378811694,0.075447972,0.202519423,0.039722459,0.000000000,0.000000000,0.000000000
Norfolk North,"71,794.000000000",0.379144120,0.079509946,0.405228260,0.123409039,0.012708635,0.000000000,0.000000000,0.000000000
Norfolk North West,"75,586.000000000",0.356120695,0.303042227,0.046865616,0.268954377,0.025017085,0.000000000,0.000000000,0.000000000
Norfolk South,"69,725.000000000",0.247420167,0.428820996,0.081132689,0.182944666,0.051962298,0.000000000,0.000000000,0.007719184
Norfolk South West,"72,980.000000000",0.154198023,0.387908683,0.026349628,0.342566243,0.028078164,0.000000000,0.057863783,0.003035477
Normanton and Hemsworth,"75,392.000000000",0.120090821,0.490322146,0.030101387,0.286199222,0.073286424,0.000000000,0.000000000,0.000000000
Northampton North,"75,272.000000000",0.145262685,0.521267910,0.031085439,0.235661510,0.057986692,0.000000000,0.000000000,0.008735764
Northampton South,"71,109.000000000",0.257371632,0.439522962,0.052512286,0.209138282,0.035099983,0.000000000,0.000000000,0.006354855
Northamptonshire South,"76,174.000000000",0.264919141,0.350101197,0.096854061,0.211569826,0.053467214,0.000000000,0.000000000,0.023088562
Northumberland North,"72,484.000000000",0.276133702,0.401511603,0.082158825,0.194443262,0.038471365,0.000000000,0.000000000,0.007281243
Norwich North,"72,378.000000000",0.163984456,0.529999390,0.031230290,0.193953328,0.073121605,0.000000000,0.000000000,0.007710932
Norwich South,"77,605.000000000",0.114932421,0.536198360,0.064979258,0.100556310,0.163604733,0.000000000,0.000000000,0.019728919
Nottingham East,"75,287.000000000",0.081232076,0.659160913,0.027636750,0.113690919,0.088943176,0.000000000,0.000000000,0.029336166
Nottingham North and Kimberley,"73,973.000000000",0.111360681,0.555172006,0.022792292,0.255916775,0.054758246,0.000000000,0.000000000,0.000000000
Nottingham South,"75,840.000000000",0.109843292,0.561660304,0.035538776,0.166262417,0.090797882,0.000000000,0.000000000,0.035897328
Nuneaton,"70,225.000000000",0.236277815,0.467835469,0.038435604,0.204652731,0.052798382,0.000000000,0.000000000,0.000000000
Old Bexley and Sidcup,"73,965.000000000",0.263757927,0.409752832,0.030965798,0.252208522,0.033513735,0.000000000,0.000000000,0.009801187
Oldham East and Saddleworth,"72,120.000000000",0.172000703,0.475073636,0.048489911,0.210401372,0.048973491,0.000000000,0.000000000,0.045060887
"Oldham West, Chadderton and Royton","72,998.000000000",0.138973085,0.508352515,0.036942501,0.192780145,0.072289706,0.000000000,0.000000000,0.050662048
Orpington,"71,351.000000000",0.276070596,0.245758374,0.122879187,0.325226062,0.026596652,0.000000000,0.000000000,0.003469129
Ossett and Denby Dale,"71,264.000000000",0.168749739,0.514901977,0.028487230,0.213037663,0.061008235,0.000000000,0.000000000,0.013815157
Oxford East,"71,602.000000000",0.162357503,0.601934383,0.080978570,0.000000000,0.131613882,0.000000000,0.000000000,0.023115663
Oxford West and Abingdon,"71,526.000000000",0.127065703,0.092579813,0.519994189,0.200650129,0.054825119,0.000000000,0.000000000,0.004885047
Peckham,"71,491.000000000",0.108936714,0.529443074,0.109522204,0.068750776,0.134911201,0.000000000,0.000000000,0.048436031
Pendle and Clitheroe,"76,246.000000000",0.262946204,0.452669683,0.044464555,0.192639517,0.034167924,0.000000000,0.000000000,0.013112117
Penistone and Stocksbridge,"70,927.000000000",0.227979486,0.453016775,0.071123552,0.208303537,0.039576650,0.000000000,0.000000000,0.000000000
Penrith and Solway,"77,207.000000000",0.226752041,0.462433179,0.050069514,0.216902622,0.036910846,0.000000000,0.000000000,0.006931798
Peterborough,"71,663.000000000",0.211855329,0.474463867,0.048360263,0.212106019,0.046354748,0.000000000,0.000000000,0.006859773
Plymouth Moor View,"73,457.000000000",0.200613140,0.332303974,0.019960616,0.353853383,0.093268887,0.000000000,0.000000000,0.000000000
Plymouth Sutton and Devonport,"73,824.000000000",0.114149470,0.560239693,0.027492932,0.222496519,0.064797232,0.000000000,0.000000000,0.010824155
"Pontefract, Castleford and Knottingley","72,666.000000000",0.112900950,0.508865582,0.026008842,0.287860973,0.046750071,0.000000000,0.000000000,0.017613583
Poole,"71,928.000000000",0.318879764,0.305340893,0.098222393,0.210931983,0.055325760,0.000000000,0.000000000,0.011299207
Poplar and Limehouse,"74,951.000000000",0.107160550,0.514538318,0.045749019,0.074101597,0.082828398,0.000000000,0.000000000,0.175622118
Portsmouth North,"71,298.000000000",0.320570979,0.372305893,0.072078066,0.153430513,0.081614549,0.000000000,0.000000000,0.000000000
Portsmouth South,"74,186.000000000",0.162674071,0.492692796,0.094294139,0.168937388,0.056219195,0.000000000,0.000000000,0.025182411
Preston,"73,810.000000000",0.124184641,0.529534762,0.054614878,0.190277052,0.077410850,0.000000000,0.000000000,0.023977818
Putney,"72,934.000000000",0.153909957,0.587515914,0.064522974,0.113190078,0.067281355,0.000000000,0.000000000,0.013579723
Queen's Park and Maida Vale,"77,359.000000000",0.152542373,0.308604798,0.108043217,0.190530449,0.216391641,0.000000000,0.000000000,0.023887521
Rawmarsh and Conisbrough,"69,958.000000000",0.114286410,0.497539346,0.023485845,0.317570531,0.047117868,0.000000000,0.000000000,0.000000000
Rayleigh and Wickford,"76,201.000000000",0.300027025,0.329898207,0.023133051,0.233636609,0.113305108,0.000000000,0.000000000,0.000000000
Reading Central,"71,434.000000000",0.138294314,0.586433946,0.045714883,0.122219900,0.095255017,0.000000000,0.000000000,0.012081940
Reading West and Mid Berkshire,"69,675.000000000",0.277100719,0.408720978,0.096401719,0.162294472,0.047777411,0.000000000,0.000000000,0.007704701
Redcar,"70,725.000000000",0.216452393,0.475328593,0.030740501,0.230218583,0.038665039,0.000000000,0.000000000,0.008594891
Redditch,"69,775.000000000",0.295822814,0.432292862,0.044916227,0.182878127,0.044089970,0.000000000,0.000000000,0.000000000
Reigate,"75,944.000000000",0.277665033,0.367380150,0.116537755,0.171867820,0.066549242,0.000000000,0.000000000,0.000000000
Ribble South,"71,551.000000000",0.225118435,0.515889637,0.028221133,0.190329992,0.040440803,0.000000000,0.000000000,0.000000000
Ribble Valley,"75,219.000000000",0.283168317,0.425300394,0.056810535,0.191867730,0.038065943,0.000000000,0.000000000,0.004787081
Richmond and Northallerton,"73,217.000000000",0.341029935,0.345111995,0.093154700,0.159995813,0.045844672,0.000000000,0.000000000,0.014862885
Richmond Park,"75,915.000000000",0.132135498,0.060759911,0.586549081,0.181406083,0.034566884,0.000000000,0.000000000,0.004582543
Rochdale,"70,809.000000000",0.116130894,0.289269313,0.073164867,0.216777668,0.072010772,0.000000000,0.232646486,0.000000000
Rochester and Strood,"71,774.000000000",0.194211185,0.441709845,0.041964445,0.272043059,0.044510452,0.000000000,0.000000000,0.005561015
Romford,"73,812.000000000",0.306633183,0.394007620,0.049186006,0.197545029,0.038794596,0.000000000,0.000000000,0.013833564
Romsey and Southampton North,"73,616.000000000",0.453897871,0.145870018,0.253661758,0.107231471,0.036037298,0.000000000,0.000000000,0.003301585
Rossendale and Darwen,"74,211.000000000",0.205072643,0.512444279,0.027282483,0.222407958,0.032792637,0.000000000,0.000000000,0.000000000
Rother Valley,"69,565.000000000",0.393290002,0.253662827,0.047300341,0.260226956,0.045519875,0.000000000,0.000000000,0.000000000
Rotherham,"74,645.000000000",0.000000000,0.458955572,0.069091842,0.354069442,0.079452119,0.000000000,0.000000000,0.038431025
Rugby,"72,566.000000000",0.218783287,0.463010230,0.052676005,0.210864803,0.047490805,0.000000000,0.000000000,0.007174870
"Ruislip, Northwood and Pinner","72,003.000000000",0.433255900,0.358398142,0.039928627,0.112598054,0.055819278,0.000000000,0.000000000,0.000000000
Runcorn and Helsby,"70,451.000000000",0.127750453,0.579644490,0.029100872,0.195573389,0.055224782,0.000000000,0.000000000,0.012706014
Runnymede and Weybridge,"74,090.000000000",0.317005981,0.122907979,0.335874262,0.179286402,0.038547897,0.000000000,0.000000000,0.006377479
Rushcliffe,"75,883.000000000",0.260288971,0.487821951,0.064165844,0.136893117,0.044727632,0.000000000,0.000000000,0.006102486
Rutland and Stamford,"71,730.000000000",0.343030561,0.328186562,0.093195613,0.179256735,0.036609520,0.000000000,0.000000000,0.019721009
Salford,"71,672.000000000",0.076734712,0.642015984,0.024643263,0.153870128,0.078092652,0.000000000,0.000000000,0.024643263
Salisbury,"69,961.000000000",0.236160302,0.305814927,0.308562475,0.104943439,0.041170284,0.000000000,0.000000000,0.003348574
Scarborough and Whitby,"74,404.000000000",0.330843642,0.420558147,0.022813851,0.177652699,0.040748192,0.000000000,0.000000000,0.007383470
Scunthorpe,"73,696.000000000",0.227063864,0.478057227,0.017691847,0.242535905,0.029834181,0.000000000,0.000000000,0.004816977
Sefton Central,"74,418.000000000",0.141107927,0.589398281,0.037612225,0.149799427,0.064699140,0.000000000,0.000000000,0.017382999
Selby,"74,457.000000000",0.176993149,0.518689302,0.035440036,0.221392005,0.047485508,0.000000000,0.000000000,0.000000000
Sevenoaks,"73,255.000000000",0.319581937,0.316308420,0.131256162,0.187063696,0.040800631,0.000000000,0.000000000,0.004989154
Sheffield Brightside and Hillsborough,"70,294.000000000",0.209590253,0.590252530,0.043234745,0.000000000,0.113638597,0.000000000,0.000000000,0.043283875
Sheffield Central,"70,914.000000000",0.111106512,0.510804322,0.063066606,0.000000000,0.284762181,0.000000000,0.000000000,0.030260380
Sheffield Hallam,"76,154.000000000",0.142864633,0.571143931,0.212409333,0.000000000,0.060281395,0.000000000,0.000000000,0.013300708
Sheffield Heeley,"74,095.000000000",0.222745655,0.535794183,0.071846498,0.000000000,0.127667355,0.000000000,0.000000000,0.041946309
Sheffield South East,"75,260.000000000",0.275267895,0.567466781,0.051135877,0.000000000,0.081868838,0.000000000,0.000000000,0.024260609
Sherwood Forest,"76,676.000000000",0.202373234,0.452112925,0.037386299,0.253315259,0.043181863,0.000000000,0.000000000,0.011630420
Shipley,"74,018.000000000",0.225849459,0.545653664,0.031273808,0.126847478,0.063423739,0.000000000,0.000000000,0.006951851
Shrewsbury,"74,764.000000000",0.235722477,0.468616208,0.066303517,0.167698777,0.056804281,0.000000000,0.000000000,0.004854740
Shropshire North,"76,778.000000000",0.190043727,0.135572000,0.429700639,0.183260455,0.054060620,0.000000000,0.000000000,0.007362559
Shropshire South,"76,915.000000000",0.306008411,0.301841504,0.154636404,0.187645218,0.049868464,0.000000000,0.000000000,0.000000000
Sittingbourne and Sheppey,"76,885.000000000",0.212070242,0.370741663,0.047276234,0.293435601,0.046984682,0.000000000,0.000000000,0.029491579
